speaker,timestamp,Endtime,words,tags
Mrs. Juanita Zazueta Huerta,[01:09:25:19],01;10;10;16,"No. I remember my mother used to make a bit of flour. Now, see, I don't do all of those things. My mother wouldn't make up, you know? I mean, they haven't come out on now, see all of those things. And my mother used to make and my mother used to make. But now she I never I never learned to do them and that never, and I never I never acquired the taste of it.",family
Mrs. Juanita Zazueta Huerta,[01:09:47:16],01;10;30;23,"There has to become one. You didn't make some. As a matter of fact, I got a package. What I don't do are the shrimp and things, you know, like they do is they come out a little bit. But then I got my own one. And I love that, you know, got rid of that. My mother made a good container that when it was first place I could with them or someplace.",family
Mrs. Juanita Zazueta Huerta,[01:10:07:26],01;10;57;15,"I think it was when we went to visit Virginia in Los Angeles. She was one of the guys that her work lived in downtown Los Angeles. And his wife or his mother in law, somebody had made some cake and then some new work, and she had it in there, and it was really good. I think it's very good, you know, but but, I just I just don't make it good.",family
Mrs. Juanita Zazueta Huerta,[01:10:34:15],01;10;58;25,But my mother did.,family
Angela Luckey,[01:10:35:27],01;11;01;23,Did you ever hear of cocoles (sp?)?,food and drink
Mrs. Juanita Zazueta Huerta,[01:10:38:26],01;11;08;29,"Isn't that right? Can't. I've heard of it, but, how do they fix it? No, I don't stewed corn.",food and drink
Angela Luckey,[01:10:46:01],01;11;11;20,They just do it with milk and sugar.,food and drink
Mrs. Juanita Zazueta Huerta,[01:10:48:22],01;11;22;05,"What was that? Right? Oh, no. She, never eat that. But they make it like, look at my oatmeal and. What?",
Angela Luckey,[01:10:59:07],01;11;40;21,"Yeah, it's like a cereal. It's like the stewed corn you get in the cans. Except it's a lot tastier. My grandmother always made that. And then during lent, a couple of that. And, when you say that and then there's and the and the camera on camera and stuff for lent during,",food and drink;family;technology
Mrs. Juanita Zazueta Huerta,[01:11:17:24],01;12;04;20,"But I never heard of that. The first one you said cocoles (sp?). No, I never heard of that. And no, I've never heard that. Even in Nebraska. I remember my cows, a lot of relatives. Well, one summer we had two of my cousins that stayed here. One summer they lived in Torreon and they stayed with us through the summer.",
Mrs. Juanita Zazueta Huerta,[01:11:41:22],01;12;29;07,"And then I can take them. They had relatives in Juarez, so we just didn't we didn't want us in the country. There they were from school that. I think that's when Mike went to pick them up for the ones and and that's where we took him back. Marie Chew and Conchita and their sister Josephine, she she came to, but she was living with Vicki.",education;family
Mrs. Juanita Zazueta Huerta,[01:12:06:09],01;12;51;00,"Because kids were little Mickey right there. Yeah. She worked in the courthouse. So she came and she took all the children, which was Ronnie, Kelly, Johnny and Vince. You know, even Bernie, I guess she had all her five kids in the Jose. And just to go to.",
Angela Luckey,[01:12:28:02],01;12;59;02,"Well, tell me a little bit about when we came. When I came to the pre-interview, you said that you used to translate. Yeah. How did you get started in that?",
Mrs. Juanita Zazueta Huerta,[01:12:36:04],01;13;23;20,"Well, no one mother just, my mother would just say that, I guess you just assume that I knew both bridges, and I did. I translated, and I found I'd done a good job, and I. And I enjoyed doing that, I still do, I really enjoy, you know, when anybody asked me, you know, and now only one of my granddaughters, I would, I don't remember, do you?",family
Mrs. Juanita Zazueta Huerta,[01:13:00:20],01;13;44;05,"As a matter of fact, she came over the other day and she's the one that, you know, she. Yes. And she came over the other day. Some lady was sick in Aberdeen and she'd been draining the veneer. She'd had the flu, and she would ask me if I would come up and make an appointment for. I made an appointment with Doctor Magness and see her the next day.",timber;health
Mrs. Juanita Zazueta Huerta,[01:13:21:07],01;14;14;07,"But no. And then one day she'd come with a carload of Mexican ladies and, roving band, and we'll have the men welfare I can get you. Oh, I bet she even made me mad. I said she's not even supposed to be in... I got real mad.",mexico
Mrs. Juanita Zazueta Huerta,[01:13:51:07],01;14;45;22,"And I got ready, and I went over there, and the girl was still wound up in that office. Shit. These Mexican ladies were from American Falls or Aberdeen. And I guess she wasn't gonna give them any help. Stamps and stuff like that. Where she was still wound up when I went in. Nurses. Well, I think that there's some kind of misunderstanding your mama and what she went and got on one of the Mad Men to come to be there.",health;mexico
Mrs. Juanita Zazueta Huerta,[01:14:22:24],01;15;04;04,"I said, I don't know this lady, so I said, I just come here to to translate for them. I mean, I'm not related to them. Nothing. What? When the man seen me talking to come, but he come stood there because I don't know just what had gone on before. I don't know what really what had gone on before.",
Mrs. Juanita Zazueta Huerta,[01:14:41:04],01;15;23;24,"They. I went over there, but gradually when the man seen that I was, you know, they don't ask me what she was asking me, but she was still mad. The girl that was taking everything and she was still mad at him. And then I explained to her just as well. And the way that she was talking, I didn't know if that's the way she was before.",
Mrs. Juanita Zazueta Huerta,[01:15:00:24],01;15;49;09,"I don't blame them for getting mad, but and I and I told her, you know, they said, we're not lying there. Here's our papers, whatever. And we told them, you know, so I don't know what did it I brought up. Maybe I'd try to interpret herself, but maybe she didn't explain to them right, or something. But after a while, when this man come and stood there and listen, well, then he and he told girl, you know, we'll take whatever you know.",
Mrs. Juanita Zazueta Huerta,[01:15:26:09],01;16;08;03,"And then gradually she calmed down to and she said, we'll just tell them to make sure to see their landlord and that, you know, that we need stay from here of their rent and whatever, you know. And I told them what she was telling me, and madam, what they told me I'd tell them. And and then they said, well, we're not trying to get anything with what they deserve in Arizona.",
Mrs. Juanita Zazueta Huerta,[01:15:45:03],01;16;28;10,"They treat them. They had come from Arizona. We got the same house in Arizona. And and I said, well, I really don't know. You know, you tell them to come back and bring me these papers. And gradually we talked to Scarman. Now that she was really mad, even herself. And when I got there and when I brought, I told me the way should they had treated him.",
Mrs. Juanita Zazueta Huerta,[01:16:05:10],01;16;46;17,"Well, I was mad myself, you know. I said, well, no, I can see that if they don't have some of them, if they really don't have somebody to help them, well, you know, they, they have like in that regard a prejudiced or if they could just maybe not like you just because of what you are, they don't even know.",
Mrs. Juanita Zazueta Huerta,[01:16:23:20],01;17;05;07,"But they'd like you to begin when you walked in there to begin with, you know. No, there was a time when I, you know, we talked and never and never got any start coming down. And I don't know what she says in these papers. And they had been working in one of the centers and stuff, and, and they needed more or she needed a little more information.",
Mrs. Juanita Zazueta Huerta,[01:16:42:07],01;17;23;21,"And then she started coming out with me to them is that I'm stuck in Osceola. Okay. And there's a seat that was empty, secure. You recently because I couldn't see them. This is that was or whatever, you know. So, no one I enjoy doing and they always want to pay me. No, no, I don't want any money.",
Mrs. Juanita Zazueta Huerta,[01:17:00:21],01;17;40;15,"And no, I don't want you to welcome to eat. No. When I walk home, when they're right there from the welfare, they wanted to give me an all. I said, I walk home myself. I said I know exercise will do me good. So no, you know, they they've always wanted to pay me. I don't want any money. I really enjoy doing it for these people.",
Mrs. Juanita Zazueta Huerta,[01:17:17:15],01;17;46;24,"You know, when they ask me, do I feel that I help them? You know, I, I think that I do, you know.",
Angela Luckey,[01:17:23:26],01;17;48;11,Do you work for the hospital?,health
Mrs. Juanita Zazueta Huerta,[01:17:25:18],01;18;11;24,"I have, yes. See my daughter in a much easier accident on her and my son got a divorce lawyer, grandchildren of the kids of Pocatello Regional. And she'd call me up sometimes I come back to the hospital to interpret for some lady that weren't there. And and I know, and I've even a video putting a clip question for this lady.",family;pocatello;health
Mrs. Juanita Zazueta Huerta,[01:17:48:24],01;18;38;11,"She needed some instructions and stuff, and I translated her. Yes. They take you? Yes, they take me. There was only one word that I was stuck on. And I come home in a hurry. And I've got a dictionary that has both languages and has fallen to pieces. I taped it up the other day, because I was the class, which is my what?",
Mrs. Juanita Zazueta Huerta,[01:18:15:14],01;19;11;14,"What is the translation to Consuelo? And I really don't know what I know that it to what is Consuelo? Contreras like to cheer you up or. Yeah. Give you pay. Right. Something like that. And I was going to look it up in my in my dictionary that I have the definition of Consuelo. And I said, well, I know this one word was really kind of there's a part of your body and I really want and I sure am bothered.",
Mrs. Juanita Zazueta Huerta,[01:18:48:16],01;19;19;29,And I come home in a hurry and looked at it and it was what I was thinking. But I didn't want to say until I see the dictionary.,
Angela Luckey,[01:18:57:01],01;19;25;00,"Have you ever translated in court? Yes, I have translated it.",
Mrs. Juanita Zazueta Huerta,[01:19:02:02],01;19;44;18,"Was that like for divorce and stuff like that? Yes, I no, I just do the best I can. No, I, I'm not for real fancy words, but I know that more or less what they mean and then they and that's the way that I follow through that way. And I'm, I'm not I'm not doing the fancy word again.",family
Mrs. Juanita Zazueta Huerta,[01:19:21:18],01;19;49;15,"I, I know what they might mean. And my manager, how would you know?",
Angela Luckey,[01:19:26:18],01;19;52;03,Do your kids speak Spanish?,
Mrs. Juanita Zazueta Huerta,[01:19:29:06],01;20;20;14,"Mary Ellen, she and Mary Yellen interpreted some odd issues at the hospital in London. And she there's a lot of people who would people there to go into the hospital you know. So she she lives she's gone to Mexico to with verses of a and a loaded with the kids and and the chaperon and she interprets it back to the she loves it too.",health;britain;mexico
Mrs. Juanita Zazueta Huerta,[01:19:57:15],01;20;45;24,"She loves it. And Virginia, she lived long. She too. She lives in manners. And she is without a lot of people. They don't speak English. They're she's not into it any more. Shenanigans and I'm through with that. She has friends, families in the know the matter. Some of your friends are in Mexico right now, but she likes to talk to you know, there's lots of Mexicans in California she lives in.",mexico
Mrs. Juanita Zazueta Huerta,[01:20:22:24],01;21;16;16,"Very nice. I guess there's a lot of things in Aurora. Aurora can get by. And one of the moves in Denver, she can get by, but she lives of dreams. And that's a great question. She's not quite sure, but she can get by herself. She does not. And she doesn't interpret or anything, but she can give my talking to, you know, people and Cecilia don't know really Robert he understands or which is if he can have a conversation with you.",
Mrs. Juanita Zazueta Huerta,[01:20:53:19],01;21;44;22,"Raymond doesn't know a word. Neither does Gregory. And Eddie could get by. But Raymond, Cecilia and Gregory, they don't know. When Gregory started work on the police department, they said, oh, now we got a Mexican here. He'll translate. Sorry about that. Hey, do you know he needs an interpreter? You. I know if he doesn't even speak and Raymond doesn't need a ray, but.",crime;mexico
Mrs. Juanita Zazueta Huerta,[01:21:21:22],01;22;07;00,"And I have said no comprende. They. And, you know, I really thought that we spoke good enough here at home that they could learn. But now. And Cecilia was, you know, going in charge of this and that. You're talking about me. What are you there you are too. I heard you say la mujer. You let me go. But she doesn't.",
Mrs. Juanita Zazueta Huerta,[01:21:44:02],01;22;24;28,"She doesn't understand me to know that. In fact, you know, she works at the hospital too. Sometimes they've asked her, you know. Nope. Sorry. Can I help you? I don't really know who. The interpreter for them in the hospital where I know them.",health
Angela Luckey,[01:22:02:00],01;22;34;21,"Well, are there any special traditional things that you've kept up in your family? That they're Mexican?",family;mexico
Mrs. Juanita Zazueta Huerta,[01:22:11:23],01;22;54;19,"No, I really can't pinpoint anything. No, I really that I passed on to my kids, I really can't say no, no, I really I really can't pinpoint me. One thing that we might have kept up.",
Angela Luckey,[01:22:31:22],01;23;07;13,"I just have a few, few more things I'd like to know. What about the organization that used to be here in Pocatello? Can you tell me a little bit about it? I, I it was. Well, yeah, when I came.",pocatello
Mrs. Juanita Zazueta Huerta,[01:22:44:20],01;23;32;11,"Yeah. Well there was a lot of movement and things, you know, I remember that they did report 16 of September. As a matter of fact, Annie was right. She was one of the chief them for one of the queen of the 16th of September. She never allowed his daughter treats over Rio. Pretty girl. Very nice. Teresa. I think one greater was voted for Queen Elizabeth in September.",
Mrs. Juanita Zazueta Huerta,[01:23:09:12],01;23;52;01,"That's when Annie was. And as a matter of fact, I ran and nanny's picture the other day with their laundry grandson and And no, no. And it was always really nice. You know, I, I remember that it was. I really can't tell you when it started to, you know, everybody go on their own way. But it was nice in those days.",
Mrs. Juanita Zazueta Huerta,[01:23:29:01],01;24;17;07,"They really would get to it. You know, the 5th of May and the 16th of September, the old timers, you know, given their speeches, I remember when we were young with them. I wish they very up with their speech. We was a gym to get dance. And, you know, all that good, especially the old, old guys are the real patriotic to the, is an army that we could stay with them, whatever.",recreation
Mrs. Juanita Zazueta Huerta,[01:23:54:09],01;24;42;13,"And they'd go on and on, you know what to do. But it was and, and their picture wasn't big, you know, big pictures and medals and pins and red, white and green, whatever, you know, and then ribbon and all. And it was it was nice. I remember we enjoyed it all the time and they brought there always had a leader and a man and a woman.",
Mrs. Juanita Zazueta Huerta,[01:24:19:13],01;25;10;04,"Well, as a matter of fact, my mother, they called her the president, that for years the president that I called her because she was the president of the. And then I really, you know, Joe Ortega's mother, Maria and I if when Maria and Maria marianna president you know, that's the way she would know. And I found this old timer and say it was so many Maria, you know, but she was a model of this man.",family
Mrs. Juanita Zazueta Huerta,[01:24:47:05],01;25;42;06,"But and she spoke real good, you know, non-English speaking. She could speak a little bit Spanish and, and knew she would give a speech. And she was the real good talker. You know, the young man, she got ran a lot. She was a real intelligent lady. She was the trade. You and she was. And I remember it was it was a fun time, I remember, but I really can't tell you when gradually and gradually there was just too many chiefs and not and never what did I what do they say.",recreation
Mrs. Juanita Zazueta Huerta,[01:25:19:08],01;26;06;07,"Too many I none of chiefs whatever. And then it just kind of fizzled down. But I remember it was a fun time. And they used to collect, you know, for the 16th September for the dances. And my music was really nice work. Tell me the truth. I don't know where they come from. Maybe they were local, I don't know, but I remember the music was really nice and and it was a fun time.",recreation;art
Mrs. Juanita Zazueta Huerta,[01:25:43:07],01;26;18;12,And everybody buy a new dress and like stores with J.C. Penney's. I remember many from out of town buying new dresses and bread and stuff. It was a fun time.,food and drink;recreation
Angela Luckey,[01:25:55:15],01;26;20;29,But how many years did that last?,
Mrs. Juanita Zazueta Huerta,[01:25:58:01],01;26;49;17,"Well, I really I really can't tell you that Seymour could have stood quite a while. It lasted quite a while, and then all of a sudden I. I remember that I used to it was too many. Too many. You just didn't seem to get together, right? For some reason, I. I can't tell. You know what it was? It it caused it to, you know, it just wasn't done anymore.",
Mrs. Juanita Zazueta Huerta,[01:26:26:20],01;27;22;22,"But I remember them going from house to house to the Mexican collections for their celebration and stuff, and people would come from all over. I remember it was people from all around like say, Aberdeen Blackfoot and and pretty soon I remember they were saying they couldn't find a place to have it. They weren't random places. I think they would say they didn't want to random House big enough to have their celebrations, and maybe they got discouraged.",mexico;culture
Mrs. Juanita Zazueta Huerta,[01:26:59:22],01;27;47;20,"I really can't, I really can't tell you what what happened because. But anyway, all in all, the years that it was on was a fun time. I do remember that was a fun time because even when my girls were growing up, I remember that the girls from Aberdeen, they were running for queens and princesses and stuff, you know, and they'd come here and dress and things and.",recreation
Angela Luckey,[01:27:24:22],01;27;50;16,How was the Queen picked?,
Mrs. Juanita Zazueta Huerta,[01:27:27:19],01;28;25;14,"By votes? But who voted? I can't tell. Yeah, that I think it was done by votes, I think system by. Oh, really? Can't tell you how I was. Oh 50 Queen for there. So what the 16th. That's the Independence Day and the 5th of May is what, the end of a revolution, wasn't it, Yeah. What is that like end of a revolution?",conflict
Mrs. Juanita Zazueta Huerta,[01:28:02:14],01;28;32;28,French? Or when the French your. When Maximilian was in Mexico.,france;mexico
Angela Luckey,[01:28:10:00],01;28;45;00,"Hum. Well, I see that's about all. There's some Aladdin ends here. Did you have any radio programs in Spanish in those days?",technology
Mrs. Juanita Zazueta Huerta,[01:28:22:03],01;29;11;04,"No, no, no, it wasn't until, Steve Rella, you know. But no, when I was growing up. No, there was nothing like that. I don't remember. Well, Mexicans in that time did to I don't remember that they were that well organized or that they used to merrily say, I don't remember. No, they just didn't do it because. No.",
Angela Luckey,[01:28:48:06],01;29;18;10,"When you were a little girl, did you play any kind of games that were Mexican games?",mexico
Mrs. Juanita Zazueta Huerta,[01:28:55:13],01;29;27;00,"No, I don't remember any games. But maybe my mother didn't play any games. I don't remember of any Mexican games.",family;mexico
Angela Luckey,[01:29:04:00],01;29;28;26,No. Like when you were outside.,
Angela Luckey,[01:29:06:13],01;29;31;01,"Know, think about it.",
Mrs. Juanita Zazueta Huerta,[01:29:08:04],01;29;49;09,"I know, I know how we did. No, we didn't play any of those games. And like I say, we were the only family there. And maybe if there had been other Mexican children to play with. No, no, we didn't have any Mexican children to play with.",family;mexico
Angela Luckey,[01:29:26:11],01;30;00;12,"Did your did your parents did your parents, your mom or dad? Did they cook anything? Any special way like fit in the outside or anything?",
Mrs. Juanita Zazueta Huerta,[01:29:37:15],01;30;03;18,"No, I'm the same with you.",
Angela Luckey,[01:29:40:18],01;30;05;00,She had a regular stone.,
Mrs. Juanita Zazueta Huerta,[01:29:42:01],01;30;07;13,Yeah.,
Mrs. Juanita Zazueta Huerta,[01:29:44:15],01;30;14;01,"The regular stone. Well, no, because we just lived in the section of the railroad.",railroads and transportation
Angela Luckey,[01:29:51:03],01;30;15;17,Did you have an.,
Mrs. Juanita Zazueta Huerta,[01:29:52:19],01;30;21;02,"Excuse me? And then when we moved in, the town was, you know. Oh.",
Angela Luckey,[01:29:58:04],01;30;28;15,Did you have an icebox or a refrigerator? What did you. How did you keep your food fresh?,technology
Mrs. Juanita Zazueta Huerta,[01:30:05:17],01;30;50;29,"We might have had a nice box. Yeah, we had a nice box, because, see, the section had an ice house. And I remember we used to go there and we could have ice. There's the ones that worked and we'd go to the ice house. And when my dad with, with the pick would get a chunk of ice to put in the icebox, we would eat the and the, the little mama.",
Mrs. Juanita Zazueta Huerta,[01:30:27:29],01;31;12;25,"Yes. They had a nice box and I, I think they used to say that they'd go up that like Highland Park and that to get ice for the summer and the section houses, it was the ice house and no, the ice was stored in sawdust. I remember that it was an ice house and the ice was stored in, in some mystery.",recreation
Mrs. Juanita Zazueta Huerta,[01:30:49:28],01;31;22;23,And then those ones that weren't there could have I seen them? I would like chainsaws to put in my ice box. It was a small market.,
Angela Luckey,[01:30:59:26],01;31;36;16,"And when you went to visit the people in Blackley or Idaho Falls, you said you kind of made an all day trip of it. Yes. Any. And sometimes you do a ride back. Yeah. And if you didn't, you just walk.",idaho
Mrs. Juanita Zazueta Huerta,[01:31:13:19],01;31;50;04,"Well, like I told you so. Yeah. Like to the Shelley and to Blackfoot. We could but like and like I say, when we left Idaho Falls or we come here to Pocatello, we'd ride the train back and my dad had a family pass.",idaho;pocatello;family
Angela Luckey,[01:31:27:07],01;31;51;27,What if it was snowing?,
Mrs. Juanita Zazueta Huerta,[01:31:29:00],01;31;53;07,"Well, we just didn't go.",
Angela Luckey,[01:31:30:07],01;31;54;03,We just stayed home.,
Mrs. Juanita Zazueta Huerta,[01:31:31:04],01;31;56;29,"It stayed? Yeah, we just stayed home.",
Angela Luckey,[01:31:34:02],01;31;59;05,No. You had called the chemical?,
Mrs. Juanita Zazueta Huerta,[01:31:36:05],01;32;10;01,"Yes. And most of you had called. Yeah. We'd have to come. And like I say, we got our clothing from this here store. Yeah. And, cracked.",clothing
Angela Luckey,[01:31:47:06],01;32;10;19,That little.,
Mrs. Juanita Zazueta Huerta,[01:31:47:20],01;32;12;28,"American, that little market. Yeah.",
Angela Luckey,[01:31:50:00],01;32;14;03,Who owned it?,
Mrs. Juanita Zazueta Huerta,[01:31:51:05],01;32;37;06,"Mr. Di di is a name that is real common. There's a lot of dyes in here. Every now and then I see I'll hear a name and, you know, people that have passed on from birth and around Shelley. And it says they lived in Turkey and the dyes becomes gosh was.",wildlife
Angela Luckey,[01:32:14:09],01;32;38;02,Gosh was.,
Mrs. Juanita Zazueta Huerta,[01:32:15:02],01;32;50;18,"My gosh was and who Mr.. Gosh. Well, I run one of the grocery stores, Andrews. Those that are names of families were.",
Angela Luckey,[01:32:27:20],01;32;51;23,In the first area.,
Mrs. Juanita Zazueta Huerta,[01:32:28:23],01;32;59;18,"In the fruit area, and there was one family of Norwegians and one of which is a girl's name was Hannah, and the boy's.",family
Angela Luckey,[01:32:36:18],01;33;00;29,Name was Hans.,
Mrs. Juanita Zazueta Huerta,[01:32:38:02],01;33;42;04,"And the dad worked on the railroad to see there was a Mexican and a Norwegian. Another nationality. And they lived in for the night. And there was some. Forest, which is peaches, kickoffs, I don't know do. And there was there the family check ups and like I say, the families that were and from fruit I'd like I say they always I have a little brother that's buried in the cemetery and fruit and it's just a little flat and.",railroads and transportation;mexico;family
Mrs. Juanita Zazueta Huerta,[01:33:19:06],01;34;05;08,"I remember my brother died there, and there was another Mexican that was killed there. At first he was a young man. He was going to catch a train and he missed. And his legs went under the train and cut his legs off, and he bled to death. By the time and the hospital was in Idaho Falls. And he's buried there one year.",family;mexico;health;idaho
Mrs. Juanita Zazueta Huerta,[01:33:42:08],01;34;14;11,My brother and sister never come back. Imagine. Find him. Even if you land in in spirit and in truth in the 70s.,family
Angela Luckey,[01:33:51:14],01;34;22;21,"And I remember other than, your job sewing when you were young girl. Did you have any other jobs? Did you do any.",
Mrs. Juanita Zazueta Huerta,[01:33:59:21],01;34;26;01,Other work outside the home?,
Unknown,[01:34:03:04],01;34;31;20,"No, no, I mean, the church.",religion
Angela Luckey,[01:34:08:23],01;34;38;25,Can you think of anything else that you think you'd like to add?,
Mrs. Juanita Zazueta Huerta,[01:34:15:28],01;34;41;27,No one can think of. No. You'd have to ask me.,
Angela Luckey,[01:34:18:29],01;34;44;13,But I ran out of questions.,
Mrs. Juanita Zazueta Huerta,[01:34:21:18],01;34;51;00,"Yeah. No, there's nothing I.",
Mrs. Juanita Zazueta Huerta,[01:34:28:03],01;34;55;17,You know.,
Angela Luckey,[01:34:30:03],01;34;44;13,Thank you very much.,
