speaker,timestamp,words,spanish,tags
Thomas Murillo,[00:53:10:21],"We would have had have been outstanding, too. Well, can't have been, thank you very much. I think there was no real barrier to to becoming, you know, sort of, a school. Class officer. But, as I say, I don't think there's any barrier insofar as you can distinguish in process. I don't think it was there.","También habríamos sido excepcionales. Bueno, no puede ser, muchas gracias. Creo que no hubo ningún obstáculo real para convertirme, ya sabes, en una especie de delegado de clase. Pero, como digo, no creo que haya ningún obstáculo que se pueda distinguir en el proceso. No creo que existiera.",education;crime
Thomas Murillo,[00:53:47:02],"there were Japanese were certainly very highly I mean, very intelligent kids. And I went to school with the Japanese and I think only later were they.","Había japoneses que eran ciertamente niños muy inteligentes. Y fui a la escuela con los japoneses, y creo que solo más tarde...",japan;education
Thomas Murillo,[00:54:02:15],"The girls were very shy Japanese, girls were shy. So I can remember that. Anyway, those guys held any office in high school.","Las chicas eran muy tímidas. Japonesas, chicas tímidas. Así que lo recuerdo. En fin, esos chicos ocupaban algún cargo en la preparatoria.",japan;education
Angela Luckey,[00:54:19:24],And did you go to college?,¿Y fuiste a la universidad?,
Thomas Murillo,[00:54:22:15],"I went to college after the war. After I finished my apprenticeship, when I decided to try for a, engineering degree and, I did it by, going to by working at night before to 12 shift and going to school in the day. And, I was only ten for two semesters, and the, not, not sure.","Fui a la universidad después de la guerra. Después de terminar mi aprendizaje, decidí intentar obtener un título en ingeniería y lo logré trabajando de noche antes del turno de 12 y estudiando durante el día. Solo tenía diez años durante dos semestres, y no estoy seguro.",conflict;economy;education
Thomas Murillo,[00:54:55:24],"at the time of working in that year, I had to go back to work in days. And so I, had to drop out and it was two semesters.","Ese año, cuando trabajaba, tuve que volver al trabajo en cuestión de días. Así que tuve que abandonar la carrera y fueron dos semestres.",
Thomas Murillo,[00:55:11:28],"And after that, I'm just going. I find it a job someplace where I could continue my education. And, I, Announced plans going closed, so I knew I had to leave town or do it. And, I came up with the idea of going to work for the government. I was already working for the government in Spain, for the Air force, and and they were building bases and,","Y después de eso, simplemente me fui. Encontré un trabajo en algún lugar donde pudiera continuar mi educación. Y anuncié que mis planes de irme habían terminado, así que sabía que tenía que irme de la ciudad o hacerlo. Y se me ocurrió la idea de ir a trabajar para el gobierno. Ya trabajaba para el gobierno en España, para la Fuerza Aérea, y estaban construyendo bases y...",education;spain
Thomas Murillo,[00:55:45:15],"I also trained to get a job because, and, the fourth choice I had was to go to California. Well, Los Alamos, they kept putting me off and put me off, and they said they would try and get me a job.","También me preparé para conseguir un trabajo porque, y la cuarta opción que tenía era ir a California. Bueno, en Los Álamos, me pospusieron una y otra vez, y dijeron que intentarían conseguirme un trabajo.",
Angela Luckey,[00:56:02:23],"And you care for cook? Cook? Yeah, I got a point. I considered counsel. I'm going to go get this, because that way, you know, these kids go in those trucks going boom, boom. Well, look at you, Miss Smarty. Did she say you get scared by her?","¿Y te importa cocinar? ¿Cocinar? Sí, entiendo. Consideré pedir consejo. Voy a buscar esto, porque así, ya sabes, estos chicos van en esos camiones haciendo bum, bum. Bueno, mírate, señorita Sabelotodo. ¿Dijo que te asusta?",health
Thomas Murillo,[00:56:20:21],You know her. She doesn't.,Tú la conoces. Ella no.,
Angela Luckey,[00:56:23:07],She think everybody loves her.,Ella cree que todo el mundo la ama.,
Thomas Murillo,[00:56:26:03],"So I, I tried trying to get on with the Air Force on the hill field. You know, I didn't. And I said, no, everybody wants to go to Spain to work for them. And, besides that, they needed political connections. I hadn't the Navy. So if you got to know somebody, you go a politician. Well, door shake and another guy, they were.","Así que intenté conectar con la Fuerza Aérea en el campo de batalla. ¿Sabes? No lo conseguí. Y dije: «No, todos quieren ir a España a trabajar para ellos». Y, además, necesitaban contactos políticos. No tenía la Marina. Así que si conocías a alguien, eras político. Bueno, un saludo y otro tipo, eran.",spain
Thomas Murillo,[00:57:01:22],"I mean, I wasn't political enough time for them to loan me. And, I was a Democrat anyway, they were Republican. So anyway, I did get to go to Spain. 40 of the one of them was almost never did at Columbia. So I went California because once the Los Angeles area first. Yeah. And the place that I put was just after the war as a machinist.","O sea, no tuve suficiente tiempo político para que me prestaran. Y, de todas formas, era demócrata, ellos eran republicanos. En fin, sí pude ir a España. 40 de ellos casi nunca llegaron a Columbia. Así que fui a California porque una vez estuve en el área de Los Ángeles primero. Sí. Y el lugar donde estuve fue justo después de la guerra como maquinista.",economy;spain;conflict
Thomas Murillo,[00:57:27:15],"I'd already graduated from the French school here, but, I'd already contacted it. I'd be in, recruiter by phone. He wasn't going to. He was in Salt Lake at the time. And, so he sent me a application, and I told him to look out for you. So, you know, if you could send where you stop and talk to me.","Ya me había graduado de la escuela francesa de aquí, pero ya los había contactado. Me habrían llamado para hablar con el reclutador. No iba a hacerlo. Estaba en Salt Lake City en ese momento. Así que me envió una solicitud y le dije que me buscara. Así que, ya sabes, si pudieras enviarme un mensaje para que me avisaras.",france;education;food and drink;recreation;economy
Thomas Murillo,[00:57:58:14],"So. I did, after I left Los Angeles. San Jose. And by luck, I, we checked in the hotel. It was just a block from IBM.","Así lo hice después de irme de Los Ángeles. San José. Y por suerte, nos registramos en el hotel. Estaba a solo una cuadra de IBM.",
Thomas Murillo,[00:58:17:15],"Development, branch of IBM. And, we've been up all night. I decided not to go to bed and go ahead and with the first thing. So they opened up the meeting, but it was over seven. So I went over there and, yeah, they were already opened it. They sent me the personnel that time, IBM scattered all over, so they sent me on personnel or by we're lucky that their personal life would be nice.","Desarrollo, rama de IBM. Y estuvimos despiertos toda la noche. Decidí no irme a dormir y seguir con lo primero. Abrieron la reunión, pero eran más de las siete. Fui allí y, sí, ya la habían inaugurado. Me enviaron al personal esa vez, IBM estaba disperso por todas partes, así que me enviaron a personal o, por suerte, su vida privada estaría bien.",
Thomas Murillo,[00:58:48:13],"And they were hiring machines and they said no. So I started to walk out of there and a lady called me back and asked me if I worked on machines like blades and Miller machines. I told her, yeah, said, would you like to try for a model maker? And I said, well, I'm not sure I know what model makers do, but they worked on that.","Estaban contratando máquinas y se negaron. Así que empecé a caminar y una señora me llamó y me preguntó si trabajaba con máquinas como cuchillas y máquinas Miller. Le dije que sí y le pregunté si quería ser maquetista. Y le dije que no sabía a qué se dedicaban los maquetistas, pero que trabajaban en eso.",labor
Thomas Murillo,[00:59:08:29],"Yeah. What do you think? She raises an interview with me with a guy there in personnel, and they arranged for three other interviews in different parts of town. Then they told me they were getting in touch with me, but I had a peek at one of the papers, one of the guys inside saying that they recommended that I'd be hired.","Sí. ¿Qué te parece? Me propuso una entrevista con un chico de personal, y organizaron otras tres en diferentes partes de la ciudad. Luego me dijeron que se pondrían en contacto conmigo, pero leí un poco uno de los papeles; uno de los chicos de adentro decía que habían recomendado que me contrataran.",
Thomas Murillo,[00:59:34:11],"So yeah, I came back in, but, we've got a letter from me telling me that.","Así que sí, regresé, pero tenemos una carta mía diciéndome eso.",
Unknown,[00:59:42:07],They want me to go to work with.,Quieren que vaya a trabajar conmigo.,
Thomas Murillo,[00:59:44:26],"So that's why I haven't been to, Go to work with IBM. And actually, it was, she's the one that, maybe soon because I want to work in OAC. I've been in Italy during the these, I thought I was on the heavy up there. I just liked it. It was different than it is now.","Por eso no he ido a trabajar con IBM. Y, de hecho, fue ella quien... quizás pronto, porque quiero trabajar en OAC. Estuve en Italia durante estos años y pensé que estaba muy ocupado allí. Simplemente me gustó. Era diferente a lo que es ahora.",italy
Thomas Murillo,[01:00:08:09],"Oh, my God. Restaurants. All kind of Mexican restaurants on the East Side with all that great food. Oh, and music and dances and the beautiful girls. I don't know the place, but when it came time, I. She didn't like it, so she she made a decision that we should go to San Jose. So that's how we wound up.","¡Dios mío! Restaurantes. Ah, restaurantes mexicanos en el East Side con toda esa comida deliciosa. Ah, y música, bailes y chicas guapas. No conozco el lugar, pero cuando llegó el momento... No le gustó, así que decidió que fuéramos a San José. Así fue como terminamos.",mexico;art;health
Thomas Murillo,[01:00:34:11],Is it was a great decision. We made it through a big difference in my life.,Fue una gran decisión. Hicimos una gran diferencia en mi vida.,
Angela Luckey,[01:00:40:21],What does the model making.,¿Qué significa hacer modelos?,
Thomas Murillo,[01:00:42:26],"A money maker is just a, a machinist who, who differs only in that he has to be able to make parts with, a form, a blueprint for drawing. a, he has a moment for us to be able to make parts just by oral instructions or just with a sketch. And, there's a reason for that.","Un fabricante de dinero es simplemente un maquinista que se diferencia solo en que debe ser capaz de fabricar piezas con un molde, un plano para dibujar. Él tiene un momento para que podamos fabricar piezas simplemente con instrucciones orales o con un boceto. Y hay una razón para ello.",
Thomas Murillo,[01:01:10:01],"Don't. Because, they only have them and, research and development, they don't have to be manufactured in manufacturing and come to makers of machines. You see. but in the model show, there the word model in that case means that you're making the first part. The model part. They don't know if it's going to work or not.","No. Porque solo los tienen y, en investigación y desarrollo, no tienen que fabricarse en fábrica ni llegar a los fabricantes de máquinas. Verá, pero en la exhibición de modelos, la palabra ""modelo"" significa que se está fabricando la primera pieza. La pieza modelo. No saben si funcionará o no.",education;manufacturing
Thomas Murillo,[01:01:37:13],"whatever mechanism it's going to be used in. So that's why they use the word model. And now other than that, the same machines, everything is the same. The. But, as you go along, you soon learn that the other difference is, the existing, that you have to be able to respond, real fast to, the engineers needs you.","Sea cual sea el mecanismo en el que se vaya a utilizar. Por eso usan la palabra modelo. Y aparte de eso, las mismas máquinas, todo es igual. Pero, a medida que avanzas, pronto descubres que la otra diferencia es que, al existir, debes ser capaz de responder con rapidez a las necesidades de los ingenieros.",
Thomas Murillo,[01:02:09:02],"as a moment. You you work on a team of teams composed of, a couple of engineers and an electronics technician and the, design at that point. And, whatever they decide that they need to meet, they need to be made. that's what you therefore go through, select the material, but then you, make it so that so it, it requires, accuracy, beyond which I was used to working, over here and, didn't have the blueprint to study to see how you make it.","Por un momento. Trabajas en un equipo compuesto por un par de ingenieros y un técnico electrónico, y en ese momento, el diseño. Y, lo que decidan que deben cumplir, debe hacerse. Por lo tanto, eso es lo que se hace: se selecciona el material, pero luego se hace de manera que requiera una precisión mayor a la que yo estaba acostumbrado a trabajar aquí, y no tenía el plano para estudiarlo y ver cómo hacerlo.",education
Thomas Murillo,[01:02:57:08],"So it, and I had the least amount of, that was experienced when I went. And so it was, it was really tough on me. I never had an opportunity for machining, but even here, as an apprentice, I, apprentice machinist, it was only another guy, and I didn't really know what we're doing the day we walked in there.","Así que, y yo era el que menos experiencia tenía cuando fui. Y así fue, fue muy duro para mí. Nunca tuve la oportunidad de trabajar con máquinas, pero incluso aquí, como aprendiz, yo, aprendiz de maquinista, era solo uno más, y realmente no sabía qué hacíamos el día que entré.",manufacturing
Thomas Murillo,[01:03:21:09],"I know the first day I was going to report for work as an apprentice. My father asked me what I was going to do, and I couldn't tell you. I didn't know when. This idea, on the other hand, the other 58 guys, they all had done some kind of machine, whether in services or on the railroads here. You see, they might have been machinists helpers.","Supe el primer día que iba a presentarme a trabajar como aprendiz. Mi padre me preguntó qué iba a hacer, y no pude decírtelo. No sabía cuándo. En cambio, los otros 58 chicos ya habían trabajado con algún tipo de máquina, ya sea en servicios o en los ferrocarriles. Verás, podrían haber sido ayudantes de maquinista.",family
Thomas Murillo,[01:03:43:18],"This Mexican guy. Well, he had...","Esto no menciona a Guy. Bueno, él tenía...",
Thomas Murillo,[01:03:55:26],"but, he noticed that he wasn't really one. So he, he walked back to the beginning as an apprentice. And, I, I struggled all through the friendship, just because I just didn't have a knack for it. But the thing that came through it was a real good apprenticeship. We were three weeks of every month in the shop, and one week of the month we spent in the classroom or upstairs and in the classroom.","Pero se dio cuenta de que no lo era realmente. Así que regresó al principio como aprendiz. Y yo, yo, tuve dificultades durante toda la amistad, simplemente porque no tenía talento para ello. Pero lo que surgió fue un aprendizaje realmente bueno. Estábamos tres semanas al mes en el taller y una semana al mes en el aula, o arriba, en el aula.",economy;education
Thomas Murillo,[01:04:24:28],"We studied drafting, shop man.","Estudiamos dibujo técnico, taller.",
Thomas Murillo,[01:04:35:15],"history, English. Because I forget the other. So anyway, I did very well in the first room, so, I, I made it through because of that. We'll see. But otherwise, I like we having real problems compared to those other guys who, you know, are working against guys that already before the war had worked, you know, so I just picked it up, in the Army of the Navy, most of our, Muslim Navy, the Air Force, because they were so technically oriented.","Historia, inglés. Porque olvidé lo otro. En fin, me fue muy bien en la primera sala, así que logré pasar gracias a eso. Ya veremos. Pero por lo demás, me gusta que tengamos problemas reales comparados con esos otros que, ya sabes, trabajan contra gente que ya había trabajado antes de la guerra, así que simplemente lo aprendí, en el Ejército, la Armada, la mayor parte de nuestra Armada musulmana, la Fuerza Aérea, porque tenían una orientación muy técnica.",conflict
Thomas Murillo,[01:05:20:07],"So I had I had a tough time there. And then I go to work like the Army, that most often they're all hotshots. They're. So I was up against the beginning of you on again. you know, they they seemed to. Okay, well, when the guys with my management group told me once that they feel better when I went through, we were.","Así que lo pasé mal allí. Y luego fui a trabajar como en el Ejército, donde la mayoría de las veces todos son peces gordos. Así que me enfrenté al principio de nuevo. Ya sabes, ellos... ellos parecían... Bueno, cuando los chicos de mi equipo directivo me dijeron una vez que se sentían mejor después de mi paso, lo estábamos.",
Thomas Murillo,[01:05:48:06],"You never hired me later on until I, he told me once that I was never going to be the best model. And he said, you know, then that they got my book. Great. Hell yeah. And they did. Yeah. You know, you are very impressed by the fact that I was very calculation. None of the risk, high reward.","Nunca me contrataste hasta que... una vez me dijo que nunca sería la mejor modelo. Y luego dijo, ¿sabes?, que consiguieron mi libro. Genial. Claro que sí. Y lo consiguieron. Sí. Sabes, te impresiona mucho que fuera tan calculador. Nada de riesgos, gran recompensa.",
Thomas Murillo,[01:06:11:16],So that that's the worst way.,Así que esa es la peor manera.,
Angela Luckey,[01:06:16:12],How do you feel about education?,¿Qué piensa usted sobre la educación?,education
Thomas Murillo,[01:06:20:10],"Well, I would feel very strongly about education. I, I mean, it's, I think it's, to me, it's, real ideal to me, kids. But when I say educated, I don't mean if you just get a degree from the university like that doesn't mean you have to go, I mean, I like, I like, liberal arts education, very technical typesetting.","Bueno, me interesa mucho la educación. Para mí, es un verdadero ideal, chicos. Pero cuando digo educación, no me refiero a que si te gradúas de la universidad, eso no significa que tengas que ir. Me gusta la educación en humanidades, con una tipografía muy técnica.",education
Thomas Murillo,[01:06:58:27],"Thank you very much. Because, after spending, you know, 21 years in engineering, I'm not, 20 years in engineering. I know how badly those guys need to get in touch with people. And and, I mean, when you when you consider that they don't have to even have a good knowledge, working knowledge, you things, language, you know, to be useful, to be able to write it on a line, let alone a paragraph that knows what to do in there.","Muchas gracias. Porque, después de pasar, ya sabes, 21 años en ingeniería, no llevo 20 años en ingeniería. Sé lo mucho que necesitan esos tipos conectar con la gente. Y, quiero decir, considerando que ni siquiera necesitan tener buenos conocimientos prácticos del idioma para ser útiles, para poder escribir una línea, y mucho menos un párrafo con la información necesaria.",
Thomas Murillo,[01:07:35:02],"I have to write a paper. Well, I know what they do. That one guy, I wrote his paper for 100 a month on thing, and here he was a senior, in, San Jose State going through degree in electrical engineering later on. I mean, I did a lot of technical writing for them. It was too hard to try and work from your from,","Tengo que escribir un trabajo. Bueno, sé lo que hacen. A ese tipo le escribí un trabajo por 100 al mes, y él estaba en su último año en la Universidad Estatal de San José, cursando ingeniería eléctrica. Es decir, escribí muchos trabajos técnicos para ellos. Era muy difícil intentar trabajar desde cero.",education
Thomas Murillo,[01:08:06:19],"Stuff that those other engineers had written. They just, you know, I mean, I know from my experience here, I, I for, I know how, how hard it is for people, for a guy that's been high school 13 years. And to get the second highest grade on the entrance examination over here. But, you know, you know, there's, there's a lot of guys with lower grades than you.","Cosas que habían escrito esos otros ingenieros. Simplemente, ya sabes, o sea, lo sé por mi experiencia aquí, sé lo difícil que es para la gente, para alguien que lleva 13 años en la preparatoria, obtener la segunda nota más alta en el examen de admisión aquí. Pero, ya sabes, hay muchos chicos con notas más bajas que tú.",education
Thomas Murillo,[01:08:36:23],"That shouldn't be that way. And. Yeah, when you. We took the entrance examination, English entrance examination over here in our apprenticeship program that we trained. At what level? When we took English, I got the highest grade, the two classes. Very. And so, you see, it's there was a lot of people with a lot of training with the agreement with, are not, to my mind, they're not really educated, I think.","Eso no debería ser así. Y. Sí, cuando... Hicimos el examen de ingreso, el examen de ingreso de inglés aquí en nuestro programa de aprendizaje donde nos capacitamos. ¿En qué nivel? Cuando cursamos inglés, obtuve la calificación más alta, en las dos clases. Muy. Y entonces, como ven, había mucha gente con mucha capacitación, con el acuerdo, que, en mi opinión, no son realmente educados.",economy;education;labor
Thomas Murillo,[01:09:13:01],"Well, they're, they're going to be engineers and that's all just they're going to make money. They're going to be wheels. And, I don't I don't think too much. Right. I think engineers, if they're that smart, should be, should know something about the outside world.","Bueno, serán ingenieros y eso es todo. Solo ganarán dinero. Serán un negocio. Y no creo que sea demasiado. Claro. Creo que los ingenieros, si son tan inteligentes, deberían saber algo sobre el mundo exterior.",
Thomas Murillo,[01:09:33:04],"Rather than just bringing home a big paycheck. And that's the vegetation. Yeah. But I also feel training for those who don't, who are not really, attuned to to the college, like, it has to be more put on that because you don't have to be a college graduate to make good money. for in order to, to live in this country, they pick, I mean, after all these entitlement programs came to pass because of the civil rights movement.","En lugar de simplemente traer a casa un buen sueldo. Y eso es lo que se ve. Sí. Pero también creo que la capacitación para quienes no están realmente familiarizados con la universidad debe ser más importante, porque no es necesario ser graduado universitario para ganar un buen sueldo. Para vivir en este país, eligen... bueno, después de que se implementaran todos estos programas de ayuda social debido al movimiento por los derechos civiles.",labor
Thomas Murillo,[01:10:14:24],"And I know a lot of the brothers there. And so they're running around with three pieces with a degree in their hand, and they make payments as far as, wages. But they, you know, looks good. I mean, we could be walking down First Street and so they with the three piece suit in the middle of the day and, everybody knows you, you have an office job, but, is the pay money isn't everything either, but that we have to earn our 13.","Y conozco a muchos de los hermanos de allí. Y andan por ahí con trajes de tres piezas, con un título en la mano, y pagan los salarios. Pero, ya sabes, se ven bien. O sea, podríamos estar caminando por la calle Primera y ellos con el traje de tres piezas en pleno día, y, como todos saben, tienes un trabajo de oficina, pero el sueldo tampoco lo es todo, sino que tenemos que ganarnos el 13.",recreation;education
Thomas Murillo,[01:10:47:21],"And the reason, I don't you think I did okay, but not getting a degree. They, you know, I didn't get a degree and better, I, I think that, well, I grew up, I did as well as a lot of the guys with degrees there. I could I could have done, I don't say better because that's what the, what I'm talking about in most places, becoming managers supposed to be, you know, that's,","Y la razón, no creo que me fue bien, es no obtener un título. Ellos, ya sabes, no obtuve un título y mejor, creo que, bueno, crecí, me fue tan bien como a muchos de los que tenían título allí. Podría haberlo hecho, no digo mejor, porque eso es lo que... de lo que hablo en la mayoría de los lugares, convertirse en gerente se supone que es, ya sabes, eso es...",education
Thomas Murillo,[01:11:21:15],"And I didn't care for that. I absolutely didn't, after I learned what what they had to go through, you know. No, I was. I was only you. I always a lot of people knew that. A lot of people thought I was stupid quick. A lot of people knew what I had done myself for, you know, proven favor by staying out of.","Y eso no me importó. No me importó en absoluto, después de saber por lo que tuvieron que pasar, ¿sabes? No, yo era. Solo era tú. Siempre lo supe. Mucha gente lo supo. Mucha gente pensó que era un estúpido rápidamente. Mucha gente sabía lo que había hecho por mí mismo, ¿sabes?, demostrando mi favor manteniéndome al margen.",health
Thomas Murillo,[01:11:48:19],"I was off the job. It wasn't. It wasn't for me. I wouldn't have lasted 24 hours. Manager, if I didn't have the I didn't have the skill to work for it. You know, you're happy. You're still come over. I didn't stay right.","Estaba fuera del trabajo. No lo era. No era para mí. No habría durado ni 24 horas. Gerente, si no tuviera... no tendría la habilidad para trabajar. Ya sabes, estás contento. Aun así, vienes. No me quedé.",economy
Angela Luckey,[01:12:12:14],"Back to your family. I just want to know a little bit about the relationship of the family. Was, who was the boss and who did the discipline.",Volviendo a tu familia. Solo quiero saber un poco sobre la relación familiar. ¿Quién mandaba y quién impartía la disciplina?,family
Thomas Murillo,[01:12:25:08],"Oh, my mother, my mother. She knew about us, and she sure discipline me. And so I had to go. I don't know about her disciplining her. My older brother and, certainly me and, I'm sure my younger brothers, although I've never been married, being disciplined and I'm sure they were, I knew that I wanted my baby.","Ay, mi madre, mi madre. Ella sabía de nosotros y me disciplinaba mucho. Así que tuve que irme. No sé si ella la disciplinaba. Mi hermano mayor y, desde luego, yo y, estoy segura, mis hermanos menores, aunque nunca me he casado, al ser disciplinados, y estoy segura de que lo eran, sabía que quería a mi bebé.",family
Thomas Murillo,[01:12:52:29],"I mean, I recognized that the reason I was because of probably you pretty, you know, there's no question that I was an angel. I wasn't, I mean, I wouldn't, a thief or I was a drunkard or, God forbid, a little part of the community. People just didn't do that for me. But it was good that there wasn't that kind of stuff or.","O sea, reconocí que la razón por la que era así era probablemente por ti, bonita, sabes, no hay duda de que era un ángel. No era, o sea, no sería, un ladrón ni un borracho ni, Dios no lo quiera, un pequeño miembro de la comunidad. La gente simplemente no hacía eso por mí. Pero era bueno que no hubiera ese tipo de cosas.",
Thomas Murillo,[01:13:23:05],"I remember in high school, guy used to go to school with. He'd come by, we go to school, got it. And we thought we had a place. We were the Chinese got it lived and we smoke a cigaret. You. When I was, we were running for position through the sale because of that, so, but, no, my, my mother and father were, I suppose, moderately strict.","Recuerdo que en la preparatoria, un chico iba conmigo. Venía, íbamos a la escuela y lo conseguíamos. Y creíamos tener un lugar. Éramos los chinos, lo conseguíamos, vivíamos y fumábamos un cigarrillo. Tú. Cuando yo era... nos postulamos para un puesto a través de la venta por eso, así que, pero, no, mis padres eran, supongo, bastante estrictos.",education;china;recreation;family
Thomas Murillo,[01:13:55:12],"And so, there were certain things that I was not allowed to religious. They after 10:00 and, I always let them know where I would be going. And when I didn't do that, then I knew I was in for.","Y entonces, había ciertas cosas que no me permitían hacer religiosamente. Ellos estaban después de las 10:00 y siempre les avisaba adónde iba. Y cuando no lo hacía, entonces sabía que me esperaban.",religion
Angela Luckey,[01:14:13:07],"The, the different, curfews for the girls.",Los diferentes toques de queda para las niñas.,
Thomas Murillo,[01:14:18:12],"Well, my, I don't remember that. See, my older sister was up. I mean, she's quite a bit older. She was born in about 19. 70. And that would be about 15 years for me. See, so I didn't know about that, and I wasn't around on my own. Sister was in here to school out and in the Army.","Bueno, no me acuerdo de eso. Mira, mi hermana mayor estaba despierta. O sea, es bastante mayor. Nació como en 1970. Y eso serían unos 15 años para mí. Mira, así que no sabía nada de eso, y no estaba sola. Mi hermana estaba aquí estudiando y en el ejército.",family;education
Thomas Murillo,[01:14:45:13],"I don't remember that kind of stuff, but, things were a whole lot different than that. suited or faced with those. Other things that, you know, women are faced with the. When we talk about drugs, abortion, like I said, that that kind of stuff was going on there.","No recuerdo ese tipo de cosas, pero las cosas eran muy diferentes. Me enfrenté a esas cosas. Otras cosas a las que, ya sabes, las mujeres se enfrentan. Cuando hablamos de drogas, aborto, como dije, ese tipo de cosas estaban sucediendo allí.",crime
Angela Luckey,[01:15:14:23],"So your mom, did you go with your, you know, if she went with your sisters on their dates or whatever?","Entonces tu mamá, ¿fuiste con tu, ya sabes, si ella fue con tus hermanas en sus citas o lo que sea?",
Thomas Murillo,[01:15:20:20],"Oh, no. oh, no. I mean, dating with another matter, too, you know? And then you didn't, I mean, all the cases that I can remember, I remember one guy left some flowers at our doorstep. Front doorstep. I don't know who he was. I usually like my little sister, but, You know, so many cases, there were girls in order to get married and had to elope with the guys.","Ay, no. Ay, no. O sea, salir con otra persona también, ¿sabes? Y luego no lo hiciste, o sea, en todos los casos que recuerdo, recuerdo que un tipo dejó flores en nuestra puerta. En la puerta principal. No sé quién era. Normalmente me cae bien mi hermana pequeña, pero, ya sabes, en tantos casos, había chicas para casarse y tuvieron que fugarse con los chicos.",family
Thomas Murillo,[01:15:53:23],"You know? Sure. Okay. and, that's true, sir, that they did a couple of on studies girls did. It was just that way.","¿Sabe? Claro. De acuerdo. Y es cierto, señor, que hicieron un par de estudios sobre chicas. Fue así.",
Angela Luckey,[01:16:07:19],They didn't come and ask for their history. Anything.,No vinieron a preguntar por su historia. Nada.,
Thomas Murillo,[01:16:10:14],"No, because the father was so interested in, you know, really like his own studies, girls that my, my grandfather lives in, You know, they, you know, he had a local school like this, but he told me once one time they were I think there were three of them, and they were crazy. Back in the ward in front of the girls, I was home.","No, porque el padre estaba muy interesado, ya sabes, le gustaba mucho estudiar, las chicas con las que vivía mi abuelo. Ya sabes, tenían una escuela local así, pero me dijo una vez que eran, creo que eran tres, y estaban locas. De vuelta en la sala, frente a las chicas, yo estaba en casa.",family;education
Thomas Murillo,[01:16:33:19],"They would, you know, make sure they're on character, real someone else. And, this night, you know, we sent them through the dark, emerged first room service with a gun. Ask them what their business. The business they had to, get lost or you. You know, that kind of boom was.","Se aseguraban de estar en el papel, de ser otra persona real. Y esa noche, los mandamos a la oscuridad, y el primer servicio de habitaciones salió con una pistola. Les preguntamos qué hacían. El asunto que tenían que resolver era perderse o... ¿sabes? Ese tipo de auge era...",art
Angela Luckey,[01:16:58:11],Is Henry Gonzalez. Is there.,¿Es Henry González? ¿Está ahí?,
Thomas Murillo,[01:17:00:25],"Anything. So this is grandfather, you know, quite. Yeah.","Cualquier cosa. Así que este es el abuelo, ya sabes, bastante. Sí.",family
Angela Luckey,[01:17:07:24],It's emotional. I love them.,Es emotivo. Me encantan.,
Thomas Murillo,[01:17:10:10],"Yeah. Hell, yeah. Most of them. Okay. Go ahead. Yes. Okay. Oh, I remember when my older sister told my mother she was going to get married. Oh, my God, my. Oh, And I remember when my uncle and I are going to go those. Girl. Oh, my God, my mother just threw up with. That's the way it was in those days, you understand?","Sí. Claro que sí. La mayoría. Bueno. Adelante. Sí. Bueno. Recuerdo cuando mi hermana mayor le dijo a mi madre que se iba a casar. ¡Dios mío! ¡Dios mío! Y recuerdo cuando mi tío y yo íbamos a esos... Chica. ¡Dios mío! Mi madre acaba de vomitar. Así eran las cosas en aquellos tiempos, ¿entiendes?",family
Angela Luckey,[01:17:40:08],Why did she do. Why did she get so upset?,¿Por qué lo hizo? ¿Por qué se enojó tanto?,
Thomas Murillo,[01:17:43:25],"She like the family he was marrying through, And, I have no idea why Mister said it. convicted to, Okay. rest or getting married? I don't, you know, you don't know about those things. It's, it's with my, I know with my uncle that, my mother didn't like the the his family because they they've always been these people that traffic you.","A ella le gustaba la familia con la que se casaba. Y no tengo ni idea de por qué lo dijo el señor. Condenado a... Bueno. ¿Descansar o casarse? No sé, ya sabes, no sabes de esas cosas. Es... es con mi... sé que con mi tío... a mi madre no le gustaba su familia porque siempre han sido de esas personas que trafican contigo.",family
Thomas Murillo,[01:18:16:13],"Now. We do area story order. I'm kind of stuck pins those records, but, my mother just didn't go for that. her brain was going to marry with them, Yeah, but you said it could have been I. I have no idea where the certain subject to my, godfather marry Esther. But the fact remains, that's where he was.","Ahora. Trabajamos en el orden de la historia. Estoy un poco atascado con esos registros, pero mi madre simplemente no lo aceptó. Su cerebro iba a casarse con ellos. Sí, pero dijiste que podría haber sido yo. No tengo ni idea de dónde está el tema de mi padrino, que se casó con Esther. Pero el hecho es que ahí es donde estaba.",family
Thomas Murillo,[01:18:50:23],"And so they had to elope. Andrew Hurley, I think, you know, I understand why they wanted to marry so. So, felt he was wanting to. And he was one of the, Well, just say good time, boys. Yeah. Yeah, he like it the good times. But, you know that that's the way people were at that time.","Y entonces tuvieron que fugarse. Andrew Hurley, creo que, ya sabes, entiendo por qué querían casarse. Así que sentía que quería hacerlo. Y él era uno de los que decían: «Bueno, solo diles que lo pasen bien, chicos». Sí. Sí, le gustaban los buenos momentos. Pero, ya sabes, así era la gente en esa época.",
Thomas Murillo,[01:19:20:03],They brought her up in Mexico with the help of different New Mexico. or it wouldn't be in that way here.,"La criaron en México con la ayuda de diferentes nuevos mexicoamericanos, o no sería así aquí.",mexico
Angela Luckey,[01:19:28:22],So at what age did you leave your home?,"Entonces, ¿a qué edad abandonaste tu casa?",
