speaker,timestamp,Endtime,words,tags
Henry Peña,[01:27:18:10],01;27;49;16,"You know why he was putting a secret. You know a secret never. I'd go out there night. You never. But he was sleeping when we went over there. They're sleeping about a block away. For weeks. This certain people that he met over there, and they. We had our own back of, chapel at that chapel. People ran to dance, or they just.",recreation
Henry Peña,[01:27:49:16],01;28;33;00,"They just sleep there so we could come any hour, and I can call them. And so that never did. You know, that's how kept little secrets in. And that was it. Well, that was a change in my life. Since then, I mean, the church for. That's all. I know that for a long time I was young people. Later, for 22 years, and I was the same times and superintendent of Sunday for deacon.",religion
Henry Peña,[01:28:33:03],01;28;47;05,And that's what kept me going. Right now I'm Deacon at church and my board member. That's not all that was brought to this.,religion
Martha Tórrez,[01:28:47:07],01;28;51;14,"Have you always, belonged to the same religion?",religion
Henry Peña,[01:28:51:17],01;29;27;12,"But dad was active before. But then when he went back to Medford during the revolution, he used to go on there. And churches, best of churches. He told us that at back stories. Back to the point babies and George and Marcus and that preacher, the preacher used that was they had them all that changed all that. So he a doctor something.",conflict;religion;health
Henry Peña,[01:29:27:14],01;29;59;29,"That's when he came in. Then when he came to, he heard of this gospel, that show later in different parish. You know, he'd go to that church just before you. They came out the door to see if they had basements. They had things like that in the church. You never seen that that, you know, he's in a lot of what can be done differently than.",religion
Henry Peña,[01:29:59:29],01;30;48;21,And train for. They ain't have no dumping a different types that's are teaching. So that's how it was grown up. He then of course was totally different cities had a to ourselves. So when they go up to see a difference in the so examples what I can recall that made me change in know drinking and then having to work with a cousin or it like nowadays I tell you there it's going it's a different life.,family
Henry Peña,[01:30:48:23],01;31;10;07,"It's all I can say about culture, what I do, I believe that people should follow what they believe in. They're called what I never did. I know never celebrated for said to lives. Once in a while we go see the fireworks at night, stuff like that.",culture
Martha Tórrez,[01:31:10:09],01;31;23;07,"Independence day, what did your family do? Or, you know, as a a family reunion or any events, special events that you would like to share later.",family
Henry Peña,[01:31:23:09],01;31;58;29,"Or like birthdays, anniversaries? Yeah, we we do that. Just like last year we went to Utah and had a family reunion. And at the same time, my 10th last birthday was a lot of us went, so there was $100 that. And then, up in Utah. Then we had a lot of fun, play a lot of games and stuff like that was there.",family;recreation
Henry Peña,[01:31:59:00],01;32;13;15,"But all of that long until dark. Then we had a birthday party. Out, you know, campout. Stuff like that.",
Martha Tórrez,[01:32:13:17],01;32;17;17,What's the most important thing to you about family?,family
Henry Peña,[01:32:17:20],01;32;51;24,"That family. Right. And the most important is that, they'd be communication, you know, between us never to say, well, that party over there or that family over there, it's different that different ways we think that we should, you know, work together, stay together and enjoy the things that each family does or do. That's the right way.",family
Henry Peña,[01:32:51:25],01;33;14;26,"That's what's kept us together. We're a family that for all of us together and everything that that's done, we try to be there for you. They try to be for us. Better. Yeah, I think that's the most important thing. Communication and love. We could.",family
Martha Tórrez,[01:33:14:28],01;33;22;04,Are there any major events in your life that have left lasting impression on you?,
Henry Peña,[01:33:22:07],01;33;26;16,And that time?,
Martha Tórrez,[01:33:26:19],01;33;33;19,Is any event that you can think of that is something you probably never forget.,
Henry Peña,[01:33:33:22],01;34;07;16,"In your family? To that once was that said, they not that only thing and then to back to being together. You know I never forget him but but goes on the family because if something bad cause I try to forget that and that's very rare. But the good times we try and keep that in mind. It's a good memory.",family
Martha Tórrez,[01:34:07:19],01;34;23;04,"Do you remember? I know you've described about the Mexican Revolution. Anything else about, like, any of the world wars, civil rights movements, anything like that that you recall.",mexico;conflict
Henry Peña,[01:34:23:06],01;34;30;24,And that about Lewiston... I think we've done a good thing. We're standing out now.,
Martha Tórrez,[01:34:30:27],01;34;31;24,That Martin Luther King.,
Henry Peña,[01:34:31:27],01;34;43;14,"Yeah, I think that's a standing thing that stood up for and that.",
Henry Peña,[01:34:43:24],01;35;24;17,"To do with that change in the world, you know, that this country is back in Europe, or are they changing from communist to democratic, their choice? Well, I think this has got to do with, you. In this war and, golf, I can see where you. I think President Bush done good for what he stood up for in that the whole saying was so.",conflict
Henry Peña,[01:35:24:20],01;35;55;02,"And they believe that God was with him. How could that be? Was a man that local people and kill people? I don't see that. And that's why I know that that the whole world was praying for a true, God hears prayer and I know that that's what gave us victory. You know, that's got a lot to do with so World war.",religion;conflict
Henry Peña,[01:35:55:02],01;35;59;08,"But no, I don't think it's gonna stop there either.",
Martha Tórrez,[01:35:59:10],01;36;08;29,"They you I hope so. I think everybody does believe that. You know, maybe there is something else is going to continue. But we all hope for peace.",
Henry Peña,[01:36:09:02],01;36;42;22,"You know that. But the good word say this when they talk about peace and and all that, when the destruction is going to come up on their show? I hope not, but that's what it says and we've seen it. I just hope that it left till I die. But I sure fear for my granddaughters like that of her, the ones that are going to suffer because of this.",
Henry Peña,[01:36:42:22],01;36;44;18,No more than.,
Martha Tórrez,[01:36:44:20],01;36;49;10,"That. You do believe that it's going to get worse. Yeah, yeah.",
Henry Peña,[01:36:49:13],01;36;58;21,I don't want it to. But what can we do? We got the power or the world on our hands.,
Martha Tórrez,[01:36:58:23],01;37;06;25,"So, Mr. Peña, is there anything else that I might have forgotten to ask you that you would like to add?",
Henry Peña,[01:37:06:27],01;37;41;05,"You know, I think very, very well. One point to what? All the events that I can remember, railroad kill there, which I think it was good for me. I learned a lot of things. I learned how to get along with my fellow man, how to work with people. I've been a foreman. Or, I mean, stuff like that.",railroads and transportation
Henry Peña,[01:37:41:05],01;38;01;09,"I've learned how to handle man, how to run crews and how to lay up a lot of plans on the work detail. For being a dummy, you know, I think I came down quite a bit in my lifetime.",
Martha Tórrez,[01:38:01:12],01;38;05;27,"And, you're very wise man. Mr.. Peña.",
Henry Peña,[01:38:05:29],01;38;14;17,"You know when, like I was saying, when I changed life, I didn't know how to read in Spanish, more or less in English.",
Henry Peña,[01:38:16:11],01;38;45;11,"I learned all that. I ask God for wisdom. And I believe he's the one that gave me all that. Because I know how to read and and try not to read language. Learn that type, know score. And, like, I was a leader in church and have been for some many years. You know, before I couldn't even speak in front of to people like you to.",art;religion
Henry Peña,[01:38:45:13],01;39;22;04,"I was, but I couldn't even speak. I was, tongue tied in no or no small. And I still was still, but, five, 11, 12 at time. I changed one. Has to think I am. I still ask for my protection in my life, even though I'm past 65. I know that small, but. That's a great change in my life.",
Henry Peña,[01:39:22:04],01;39;33;21,"Thank. I've learned a lot in the last 20 years. 30 years. I think I start marketing, I.",
Martha Tórrez,[01:39:33:24],01;40;01;03,"That's I think we all do. Well, every day is a, something a new learning experience for all of us. Well, at this time, I would just like to thank you again for your time. And I always ask this question is in this part of the interview, but it is something that I asked all of my interviewees and that is, what is your opinion of what we are trying to gather as far as history, Hispanic history?",education
Henry Peña,[01:40:01:06],01;40;36;11,"I think it's great. I think I to I think it's fun to do a lot of good and still and good people can wake up and see how people have been taught, how they've been raised, and what they've been through. And, and they'll learn what's gonna come in the future. I think it's a good program. And I sure wish that you can have a good, showing on it.",recreation
Henry Peña,[01:40:36:13],01;40;38;08,Yeah. Thank you. Well.,
Martha Tórrez,[01:40:38:11],01;40;40;03,"Well, thank you again.",
Henry Peña,[01:40:40:05],01;40;40;19,You're welcome.,
