speaker,timestamp,Endtime,words,tags
Epigmenio J. Rosales,[01:24:49:25],01;25;14;07,What was his fault.,
Epigmenio J. Rosales,[01:24:51:10],01;25;17;03,"Yeah, that was before we started going over there.",
Angela Luckey,[01:24:54:06],01;25;19;05,You went with your dad and mom? ,
Epigmenio J. Rosales,[01:24:56:07],01;25;37;05,"Yeah, with my dad. So they started going, that they had a, new car, Chevrolet. And they started going to California to enter. To get away from that cold weather here and then come back in the summertime.",health
Angela Luckey,[01:25:14:07],01;25;38;12,Where did they go?,
Epigmenio J. Rosales,[01:25:15:14],01;26;02;04,"Oh, we used to different place in Oceanside or ocean. Oh, yeah. Me so but here's what I see. Some of is always with Santa Maria. It was a loop. There's some, you know, run down the coast. And they used to have a place here. You know, you might have boxing around that,",
Epigmenio J. Rosales,[01:25:39:29],01;26;10;28,"And, would you was expecting Rita. It was 1942, wasn't?",
Epigmenio J. Rosales,[01:25:49:22],01;26;16;23,1942,
Epigmenio J. Rosales,[01:25:53:25],01;26;18;24,...,
Epigmenio J. Rosales,[01:25:55:26],01;26;26;27,"Her folks moved to Nassau, Oregon. They bought a place over there. You they bought a home over there.",
Epigmenio J. Rosales,[01:26:03:29],01;26;29;16,They had a home. There.,
Epigmenio J. Rosales,[01:26:06:18],01;26;54;00,"And, and then I told her, well, she was expecting Rita. So I say, why don't you go or stay with your folks, and I'll go to California and see if I can find a job. That's what. That's what I was looking for. You know, a job, a steady job. No, that was my intention. So the thing that I station to.",
Epigmenio J. Rosales,[01:26:31:02],01;26;59;06,"I sent her over there, and then I took off to California.",
Epigmenio J. Rosales,[01:26:36:08],01;27;28;13,"But, to, LeMans to over there. I work one week picking lemons, and I never got paid for it because they were on a strike. But I still, you know, I still worked anyway, after that, after the strike, I still pick lemons. And then they had boxing there, too. So I started boxing around. There, somewhere.",
Epigmenio J. Rosales,[01:27:05:13],01;27;56;20,"Well, I'm not really a riverside. Well, I was not in Riverside as I was in, another little town that we would read. Let's not forget. Anyway, I used to go with other guys. I used to go, but I got I got, acquainted around there. And they used to get. What did I do pretty good there for a while.",idaho
Epigmenio J. Rosales,[01:27:33:20],01;28;03;23,"And then my brother in law, he had. He was in, Oceanside.",family
Epigmenio J. Rosales,[01:27:43:05],01;28;34;13,"Just this year or San Diego. He was working over there with a Japanese. And he this Japanese had, 20 over 28, 25 men working year round, all all year. And he was working for him. Then he. And then he then he said, hey, you if you want a steady job, I want it for you. If you want it.",japan
Epigmenio J. Rosales,[01:28:11:15],01;28;56;17,"So I said, oh, you bet I do. So then I went over there, Oceanside. And I got, I run there a little, little, trailer. No, trailer house, one of those, A little.",agriculture
Epigmenio J. Rosales,[01:28:34:12],01;29;29;06,"Movies on a smaller, you know? No, I was there by myself all the time. The owner had a house. I mean, door right next to it, and I rent it from her. Right, right by there. But I. I had a job there anyway. One time, you know, work there and then I got a job right away.",
Epigmenio J. Rosales,[01:29:06:08],01;29;41;06,"Steady job. Then one time, my brother in law and I was going. I was going to work that on his car because we used to go to work together.",family
Epigmenio J. Rosales,[01:29:19:09],01;30;09;07,"And his career over to the Japanese farm, about five miles from, from town. And then we was going to work in the morning, driving down that way, there was a patrol car coming this other way. And then he recognized that we were Mexican. So they stopped us. You know. They stopped us. And then they start asking us questions.",japan;mexico
Epigmenio J. Rosales,[01:29:46:07],01;30;31;21,"You know, they the first they asked me first, you know, and I told them, yeah, because they asked me where if I was born here. Where was I born? I said, I was born in Mexico. I said, I was born in Mexico, but I was raised in and, and then I told them where I lived, you know, Pueblo, Colorado and Shenandoah, right.",mexico
Epigmenio J. Rosales,[01:30:08:24],01;31;00;02,"New Mexico and and Wyoming and Riverton and and Salt Lake. And I mentioned all those places where I worked there. Jackson. Saint John, because I worked at Saint John, too, after my uncle moved over there, after he moved to Saint John. And then he, he, he got a job for us to go to work in Saint John before talking before in Chile.",mexico;food and drink;recreation;family
Epigmenio J. Rosales,[01:30:37:04],01;31;26;01,"So we were in Saint John to. And I don't know where it where I worked. And then I okay then. Okay. So they they turned me loose okay okay. Then they started questioning him and he told them, well, I was born here, you know, they didn't believe him. They took him. They took him to the house. He was married.",
Epigmenio J. Rosales,[01:31:03:04],01;31;49;13,"They take him to the house to prove it, that he was born here. When he that when they brought him back to the car. Boy, you know, these social. And then how come they didn't send you back? Oh, come. They didn't send you to that was. Oh, well, I tell the truth. I don't know, but he was telling the truth, you know, he was born here.",
Epigmenio J. Rosales,[01:31:26:15],01;31;59;23,"Walsenburg home, Colorado. But I told him I was so or born in Mexico. And I went to school in Colorado, Pueblo, Colorado.",mexico;education
Unknown Speaker,[01:31:36:28],01;32;03;01,You had your little card?,
Epigmenio J. Rosales,[01:31:40:04],01;32;08;04,I don't remember.,
Epigmenio J. Rosales,[01:31:45:06],01;32;10;21,So anyway.,
Angela Luckey,[01:31:47:24],01;32;12;06,What year was this?,
Epigmenio J. Rosales,[01:31:49:09],01;32;16;12,1942,
Epigmenio J. Rosales,[01:31:53:14],01;32;43;10,"And then, that then at that time, there was a war going on here, overseas with the Japanese. Japanese. So I think it was, you know, when they hit hit or and then they started, at that time, you know, they start taking all the Japanese away from the coast. They took everything away from them.",conflict;japan
Epigmenio J. Rosales,[01:32:20:12],01;33;15;12,"And this farmer was where we worked. Yeah. He had 25 men, 22 over 20 men, working and year round planning seed, vegetables, cabbage and whatever. You know, he had a big farm in. Anyway, they took the farm away from him and they sent him to concentration camps. And then, that was the end of that job. The steady job that I thought I had.",agriculture
Epigmenio J. Rosales,[01:32:52:14],01;33;41;26,"So. So I went back to. Oh. And then, at that time, I think she was expecting Rita months and the, Japanese were still there, but they were going to take them away. Then, I was going to buy a car from one of the Japanese. Yeah, nice. Nice. Ford. I was going to buy it from him for $100.",japan
Epigmenio J. Rosales,[01:33:18:26],01;34;02;28,"And it was worth more. But something happened that he couldn't sell it. I don't know why they took it away, so I didn't buy it. So, So I went back to Naselle, where she was. Then,",
Epigmenio J. Rosales,[01:33:40:07],01;34;31;06,"No, no, no, her folks, her that were still working there. And then before that time. They called me, told me that, she was really sick and, when she was having Rita and she they didn't know what was wrong with her. She was still working there at the company, and, so they showed me a telegram, you know, so I quit working because I know you're staying there.",
Epigmenio J. Rosales,[01:34:08:06],01;35;03;21,"They were going to take all the Japanese away from there. So I went to Naselle and right there in, how they do this, they had a little town they call a little Tokyo little town there they are selling everything. They're cheap. Just giving it away. But. So anyway, I went to Naselle and from there. Rita was born.",japan
Epigmenio J. Rosales,[01:34:40:23],01;35;34;26,"And then, I think with that over there, you know, they should be sooner over there and over here. So I didn't reach over there. And then I went back to Portland over at, Larson's. House in 1942. And I was working there for the Larson's the summer. Yeah. Teen beach there and the beach there. And then the.",recreation
Epigmenio J. Rosales,[01:35:11:28],01;36;03;16,"Oh. All summer. And then over the beach there and, you know, I was, I was, I heard I was I had a steady job was there since June of but my brother had moved to. In the summertime in 1942 on brother. He was working on the railroad here in the summertime because he didn't like the farm. He didn't never want to work on the farm.",recreation;family;railroads and transportation
Epigmenio J. Rosales,[01:35:40:23],01;36;22;16,"So he come to Pocatello and got a job on the railroad here. That's where he met his wife, Nellie. He was boarding with them. They got acquainted, they got married. And then what.",pocatello;railroads and transportation;family
Epigmenio J. Rosales,[01:35:59:16],01;36;24;00,Was her maiden name.,
Angela Luckey,[01:36:01:03],01;36;27;28,My Nellie's maiden name before she got.,
Epigmenio J. Rosales,[01:36:04:28],01;36;45;21,"Married Nellie Garcia. You know Jess Garcia and ... That's her sister. Well, yeah. And Nellie,",family
Epigmenio J. Rosales,[01:36:22:24],01;37;10;04,"And, and then, then my brother, he. He got my dad a job here in the river and, here in New York. And I thought I was going to stay in a rancho, the farm over there. I like it, you know, I like it. And but, then my brother said, oh, don't you? Yeah. I got a good, steady job.",family
Epigmenio J. Rosales,[01:36:47:04],01;37;20;09,And there you have more wages. You get more benefits.,
Angela Luckey,[01:36:57:12],01;37;21;13,A job at the railroad?,railroads and transportation
Epigmenio J. Rosales,[01:36:58:17],01;37;50;28,"Oh, yeah. And my brother, he he told me to come here. He he said, I have a job for you here, so you better come. That was in December 1928. 1942. So. But I was going to stay at the firm. But he said, no, you don't get no benefits over there. You better wages here and everything. So because of him, I come over here Pocatello.",family;pocatello
Angela Luckey,[01:37:28:00],01;37;52;04,And you work for the railroad?,railroads and transportation
Epigmenio J. Rosales,[01:37:29:06],01;38;01;26,"And ever since I was a railroader, working around I was there, held different jobs. You know, I moved around.",
Angela Luckey,[01:37:38:28],01;38;03;13,What kind of job would you do?,
Epigmenio J. Rosales,[01:37:40:16],01;38;32;11,"Oh, I used to hang heaters for the steam engine engines. They had, steam engines, you know, 1942, before the visual circuit in. So I had to hang heaters, you know, big pipes, and then hook them up to the engine with heat, steam, and then fire them up, or put fire on them. Doesn't matter. You know. But we had to fire them up in the house and around house.",
Epigmenio J. Rosales,[01:38:09:13],01;38;36;12,"And I, I liked the job that I was doing.",
Epigmenio J. Rosales,[01:38:14:15],01;39;11;01,"Then. Then I moved around you know, and from one job to another those that was started coming in that there was no more hanging, hanging heaters cause they, they got away with the steam engines, they start bringing in those diesel units after the. Worked in the coal chutes and I work in a fan house and I worked in the fire house all over.",
Epigmenio J. Rosales,[01:38:48:03],01;39;14;27,So.,
Angela Luckey,[01:38:56:18],01;39;23;28,What are your parents? Did they come here? Who? Your parents did. They moved to Pocatello.,pocatello
Epigmenio J. Rosales,[01:39:01:00],01;39;29;22,"My parents? Oh, they were here before I came because my brother got my dad a job here in the section.",family
Angela Luckey,[01:39:06:24],01;39;31;10,You were in Nampa. Still?,nampa
Epigmenio J. Rosales,[01:39:08:13],01;39;40;19,"He was. He was, he got here in the summertime, and my dad. Oh, and my dad come here before cabin beach.",recreation
Epigmenio J. Rosales,[01:39:17:22],01;39;41;17,In the fall.,
Epigmenio J. Rosales,[01:39:18:19],01;39;57;14,"In the fall? Yeah, it was in, I don't know, over. I don't know, I should have been October anyway. And then, at that time, these Japanese that they had were in concentration camps.",japan
Epigmenio J. Rosales,[01:39:34:16],01;39;58;22,Enough.,
Epigmenio J. Rosales,[01:39:35:25],01;40;27;15,"Yeah. But let me tell you, before I come over here, I know after they had, you know, I liked beets in the farm first before coming here, you know, but at that time, they had, Japanese from the concentration camps. They heard about the Japanese over there, or maybe 16 to top the to beets or Japanese up in beets.",japan
Epigmenio J. Rosales,[01:40:04:18],01;40;30;29,"There was still 1942. And,",
Angela Luckey,[01:40:08:01],01;40;34;04,Were there some kind of a gang? How many did they how well did they watch you?,
Epigmenio J. Rosales,[01:40:11:04],01;40;49;08,"Well, well, I don't know what they done, but, Farmer, they couldn't do nothing, you know, that. They had to do what they were told to do. So they've done. They worked on the farm over there helping beets. For versions that year.",
Angela Luckey,[01:40:26:10],01;40;53;03,There was their camp. They came from. Where was the camp where they came from?,recreation
Epigmenio J. Rosales,[01:40:30:03],01;41;07;13,"I don't know. Well, I don't know where they were. They were camp. Maybe somewhere, maybe Boise. I don't know, but that's what they had of doing over here at the farm. There was but maybe 12, 16.",recreation;boise
Angela Luckey,[01:40:44:16],01;41;08;22,Did they live on the farm?,
Epigmenio J. Rosales,[01:40:45:22],01;41;14;27,"And yeah, they stayed there in a place where the farm.",
Epigmenio J. Rosales,[01:40:51:29],01;41;20;02,Yeah. The farmer had two cabbage. They're pretty good size.,
Angela Luckey,[01:40:57:04],01;41;20;27,Just the man.,
Epigmenio J. Rosales,[01:40:58:07],01;41;36;06,Just man alone? No. No families. Just the men alone. And they. They were the ones that up the beach that was there to.,recreation
Epigmenio J. Rosales,[01:41:13:09],01;41;41;19,"There was, quota. When I come to Pocatello.",pocatello
Epigmenio J. Rosales,[01:41:20:07],01;41;47;12,Because of my brother.,family
Epigmenio J. Rosales,[01:41:24:14],01;42;01;25,"Who says you get more benefits here? And all you got to do is just join in the union, and that's all. That's all you got to do. And I like the railroad anyway. Oh, it did, I, I enjoyed it. No section.",labor;railroads and transportation
Angela Luckey,[01:41:38:28],01;42;02;24,He talked a little bit about...,
Angela Luckey,[01:41:41:06],01;42;10;05,"Life and Pocatello. I mean, like whatever. And many Mexicans here by the time we got here.",pocatello
Epigmenio J. Rosales,[01:41:47:08],01;42;12;10,"Yeah, there's of Mexican people here.",mexico
Angela Luckey,[01:41:50:25],01;42;15;22,Did they live in a certain neighborhood?,culture
Epigmenio J. Rosales,[01:41:52:24],01;42;31;26,"They lived here in town, you know, and a lot of them work there in the yard there in their own house here. That was during the war. And",conflict
Unknown Speaker,[01:42:08:29],01;42;35;09,...,
Epigmenio J. Rosales,[01:42:12:11],01;42;44;00,"Well, yeah. Well, yeah. Don't, don't don't guess it was Rogers. He was working in a section here, right? Was a flower man there.",
Angela Luckey,[01:42:21:03],01;42;45;20,That's Tony's.,
Epigmenio J. Rosales,[01:42:22:22],01;42;58;27,"Yeah, I don't know. Yeah. We used to, Tony Rojas. And his dad was working here, and I like a deep blue.",
Epigmenio J. Rosales,[01:42:36:00],01;43;00;23,I grew up in Hancock over here.,
Unknown Speaker,[01:42:37:25],01;43;02;22,...,
Epigmenio J. Rosales,[01:42:39:24],01;43;03;17,I remember.,
Epigmenio J. Rosales,[01:42:40:20],01;43;08;09,"We, we go to, well we visited before you know, before we come here.",
Epigmenio J. Rosales,[01:42:45:12],01;43;09;05,To the town.,
Epigmenio J. Rosales,[01:42:46:07],01;43;28;08,"We used to visit, you know, they used to go over there to the farm and, and you can learn the circle. Yeah. And right from the same town we, we were from. So my dad and him, they, they were patients. This was we were red from the same.",
Unknown Speaker,[01:43:05:11],01;43;31;24,And all the Mexicans lived around on.,
Epigmenio J. Rosales,[01:43:08:26],01;43;33;03,No over here. Yeah.,
Epigmenio J. Rosales,[01:43:10:03],01;43;36;15,But closer to that railroad over there by the mill.,railroads and transportation
Epigmenio J. Rosales,[01:43:13:17],01;43;37;23,"Garcia. Yeah, yeah.",
Epigmenio J. Rosales,[01:43:14:26],01;43;39;08,And that means.,
Epigmenio J. Rosales,[01:43:16:10],01;43;47;03,"They, And yes, his father used to work there. They used to live in the yard, but they had they moved him out.",family
Unknown Speaker,[01:43:24:05],01;43;49;06,"Let us live there, too.",
Epigmenio J. Rosales,[01:43:26:07],01;43;54;11,"Or she let us the, the, they come later.",
Epigmenio J. Rosales,[01:43:31:13],01;43;56;15,Yeah. I believe they're two around there.,
Epigmenio J. Rosales,[01:43:33:18],01;43;58;08,Yeah.,
Angela Luckey,[01:43:35:10],01;44;00;25,How are you treated here?,
Epigmenio J. Rosales,[01:43:37:28],01;44;30;04,"They're pretty good. You know, if you you mind your behave yourself. I mean, of course, there's guys that are. I don't like the Mexican people very. The, Mexican greasers, you know, they're they they get they talk to you like that, so you wind up with them, you know? Get in trouble with them too.",mexico
Angela Luckey,[01:44:07:07],01;44;31;28,When they have the dancing around here.,
Angela Luckey,[01:44:10:00],01;44;34;17,Did you play?,
Epigmenio J. Rosales,[01:44:11:20],01;44;51;15,"Did I did that? After I got started playing, I started learning how to play the violin more. I played the violin with Domingo, Domingo, Hugo's and, fiddle. And, who was, the Grange.",education
Epigmenio J. Rosales,[01:44:28:18],01;44;56;05,"Wasn't there? Grange Hall for you to go, guys, like. Yeah.",
Epigmenio J. Rosales,[01:44:33:07],01;45;00;28,"There was, there was another place down by the river where you. They had this and I, like, built.",
Epigmenio J. Rosales,[01:44:38:03],01;45;01;28,Yeah.,
Epigmenio J. Rosales,[01:44:39:00],01;45;03;14,Center. They said it was me.,
Epigmenio J. Rosales,[01:44:40:16],01;45;09;17,"The because I remember, I can't remember too much about. But I remember that place there.",
Epigmenio J. Rosales,[01:44:46:19],01;45;35;14,"You know, there was, upstairs. We used to play there, and, there was, Oh. Who was, Rodriguez? You know, his husband? His first name. You said he George Rodriguez. He used to play piano. And there you go. I was playing the violin with, the other, mandolin. Banjo, guitar?",family
Angela Luckey,[01:45:12:17],01;45;37;07,"You play piano, too, didn't you?",
Epigmenio J. Rosales,[01:45:14:09],01;45;48;24,"Well, they came later. Yeah, that came later. Anyway, I bought a piano from,",
Epigmenio J. Rosales,[01:45:25:26],01;45;52;19,Carlos Martinez for many months at a bar.,
Epigmenio J. Rosales,[01:45:29:21],01;46;16;25,"He used to have a bar at a center there. Well, he wanted me to have him, and I want to build. Build, a boxing team there, you know? Yeah. One time, you know, he had that bar over there, and then he had a big picture of Jack Dempsey. A real nice picture, you know, in that position, that real nice picture he handed out there and just play.",
Epigmenio J. Rosales,[01:45:53:27],01;46;35;00,"He said, hey, what do you and I get some of these boys to come, and we form up a group on the east side, the east side. You know, they say gang or whatever it was. Okay, that's strange because nobody, nobody. Well, there was during the war time.",conflict
Angela Luckey,[01:46:12:02],01;46;37;04,You didn't get drafted.,
Epigmenio J. Rosales,[01:46:14:07],01;46;49;02,"No, I didn't, I don't go see it, but, see, I had too many kids. They didn't want to be for, supporting my family. I had too many to support him.",family
Angela Luckey,[01:46:26:05],01;46;50;15,Did not come in here.,
Epigmenio J. Rosales,[01:46:27:15],01;46;53;14,"Well, according to them, I. Gosh, we had a.",
Epigmenio J. Rosales,[01:46:30:15],01;46;54;14,Wrong on them. We had.,
Epigmenio J. Rosales,[01:46:31:14],01;46;59;06,"Four. And then that was over 30 years old. So, you know.",
Epigmenio J. Rosales,[01:46:36:08],01;47;02;26,"They didn't take him, but he was come. I was too.",
Epigmenio J. Rosales,[01:46:39:28],01;47;10;01,"I was coming close to it when when the war was over, 1945. I don't know when it was.",conflict
Epigmenio J. Rosales,[01:46:47:06],01;47;13;03,"When was it over 45, 45.",
Epigmenio J. Rosales,[01:46:50:05],01;47;14;04,"Yeah, something like that.",
Angela Luckey,[01:46:51:11],01;47;18;22,You remember?,
Epigmenio J. Rosales,[01:46:55:25],01;47;24;27,Yeah. We used to have good dances there.,
Epigmenio J. Rosales,[01:47:01:29],01;47;36;21,"And then later on, We,",
Epigmenio J. Rosales,[01:47:13:23],01;47;45;11,"Don't usual have some, We decided,",
Epigmenio J. Rosales,[01:47:22:13],01;48;12;07,"People like to celebrate on the 16th September, 5th of May, you know, and, Tony Rogers was, main one. He was. Well, he's, well, pretty well educated, you know, he knew how to talk, and he knows how to talk. So he was the main one to get the people organized here. So then, him and I, we got together, and they.",
Epigmenio J. Rosales,[01:47:49:07],01;48;49;13,"And then he like a we didn't have an a membership here. No membership to collect money, no membership, you know. So so we said, well, we could do it one way. Somebody go out with the people, collect money, whatever they want. I give you $0.50, $0.25 or whatever they want to give. And then we would form, programs and, for their celebration, you know, we had dancers and stuff like that, and, groups like that, you know, so.",culture
Epigmenio J. Rosales,[01:48:26:16],01;49;15;18,"So, Tony. And then don't guess it was ... and I got together and, Tony Haskell were. We were very, very close. We could, I had my guitar, so we used to go together, you know, the three of us. We used to go to play the Blackfoot around with the Mexican people. There was a lot of Mexicans over there.",mexico
Epigmenio J. Rosales,[01:48:52:20],01;49;38;18,"No, sir. And understand all that people down there, and, they donated a good to ten, $15 of them. $5. They were good. You know, I think to have a good celebration, they we don't have to have a no membership. And we just have to go over there and just, well, whatever you like to donate for the celebration.",culture
Epigmenio J. Rosales,[01:49:15:20],01;49;52;22,"So that's we made that money and, compressors and so I'm, I'm doing a score and, I was going to get a car.",art
Epigmenio J. Rosales,[01:49:29:25],01;50;17;15,"So we got the money, and then we got our meetings and we got our meetings for. And we figured how much we wanted to have collected, and then we figured out how much we were going to spend for customs and all that. So, so we will, you know, so there will be no money left because we didn't we didn't in tend to have money for ourself.",culture
Epigmenio J. Rosales,[01:49:54:15],01;50;36;12,"We just want to have a program. And it was so good because I enjoy being with that. Mr. Robertson, this is Escobar because he killed himself, committed suicide. I think he had cancer.",
Epigmenio J. Rosales,[01:50:13:14],01;50;38;02,Oh.,
Epigmenio J. Rosales,[01:50:15:04],01;50;53;13,"Yeah. He killed himself there in front of the church around there somewhere. I don't know why. He later, you know, later, he was with people.",religion
Epigmenio J. Rosales,[01:50:30:15],01;50;54;20,Who? And then.,
Epigmenio J. Rosales,[01:50:31:26],01;51;07;00,"Oh, yeah. Well, I'm like a mother. Vicky. Yeah, well, I got acquainted with him, too, because, you know, the, you know, the local mother, you talk about, Walsenburg or somewhere.",family
Unknown Speaker,[01:50:44:00],01;51;08;19,"Yeah. Well, and they she know my mother.",family
Epigmenio J. Rosales,[01:50:45:22],01;51;10;24,And then she knew your mother. Yeah.,family
Epigmenio J. Rosales,[01:50:48:15],01;51;24;06,"Mom that we knew and Michael Mosley, Vicki and, Man, who? They were not married yet. That was before they got married. Somebody else here, like a father.",family
Epigmenio J. Rosales,[01:51:03:29],01;51;32;18,"And they work on the railroad too, in their own house.",railroads and transportation
Epigmenio J. Rosales,[01:51:09:20],01;52;00;25,"And then I, I knew Tony Gonzalez and his sister Gonzalez and Morelos, all, all the families there and daughter's Tony Torez she was married to another lady before marrying Monica. Yeah. My that they used to go to California to that and they, they like to have a new store business. And the store they had of the store here took it for a long time.",family
Epigmenio J. Rosales,[01:51:37:27],01;52;08;15,"Yeah. They were selling groceries, you know, small business to. Yeah.",
Angela Luckey,[01:51:46:03],01;52;15;09,Do you does your family have any traditions that they do that are Mexican?,family;history;mexico
Epigmenio J. Rosales,[01:51:52:11],01;52;17;28,"Like, how is that,",
Angela Luckey,[01:51:55:00],01;52;19;03,Not this.,
Unknown Speaker,[01:51:56:05],01;52;39;16,"Big. That's not like for Christmas or birthdays. No. Your mother of the only thing they ever done was my my service for Christmas. She didn't make a lot of tamales. Oh. When they come around, she don't. They never left her home without,",family
Epigmenio J. Rosales,[01:52:16:19],01;52;42;17,Oh. She used to make turkeys to be drunk. Those who.,
Epigmenio J. Rosales,[01:52:19:23],01;52;45;11,Full knowledge. But everybody.,
Epigmenio J. Rosales,[01:52:22:13],01;52;46;23,Kind of. She done that.,
Angela Luckey,[01:52:23:29],01;52;48;02,And your mother did.,family
Epigmenio J. Rosales,[01:52:25:04],01;52;50;25,"Oh, yeah.",
Epigmenio J. Rosales,[01:52:27:27],01;52;55;22,Yeah. She's. Anybody come to the house during that time. Went on with the.,
Epigmenio J. Rosales,[01:52:32:25],01;52;56;05,Very.,
Unknown Speaker,[01:52:33:05],01;52;58;21,Like a sack of tamales.,
Epigmenio J. Rosales,[01:52:35:21],01;53;03;13,Or. And the first ones fed were the little kids. Little kids first.,
Unknown Speaker,[01:52:40:15],01;53;11;00,"Your grandma was good. Everybody was like that. But that was. That's what she was, you know, the old way. You know. Anybody come to her? Yeah.",
Angela Luckey,[01:52:48:06],01;53;14;00,Did she grind her own corn?,food and drink
Epigmenio J. Rosales,[01:52:51:03],01;53;16;02,"No. No, she been here, so.",
Epigmenio J. Rosales,[01:52:53:04],01;53;17;16,I don't know what she did.,
Epigmenio J. Rosales,[01:52:55:00],01;53;20;13,So I don't know. I like to.,
Unknown Speaker,[01:52:57:13],01;53;26;19,Know that that her. She smart. She had the grinder. She had a grinder. Grinder.,
Epigmenio J. Rosales,[01:53:03:21],01;53;27;04,Grinder.,
Epigmenio J. Rosales,[01:53:04:04],01;53;30;10,"Yeah, yeah. Good luck. I mean, has it kept it.",
Epigmenio J. Rosales,[01:53:07:13],01;53;36;02,"Well, she did she still got it. Yeah. Yeah. So to implement.",
Epigmenio J. Rosales,[01:53:13:04],01;53;38;00,A system.,
Epigmenio J. Rosales,[01:53:15:02],01;53;46;05,And then she used to make enchilads tambien. Yeah. And right there work to live is now a big yard there.,
Epigmenio J. Rosales,[01:53:23:08],01;53;47;12,That's where their house.,
Epigmenio J. Rosales,[01:53:24:12],01;53;47;29,Where they live.,
Epigmenio J. Rosales,[01:53:25:02],01;53;50;09,That's where they live.,
Epigmenio J. Rosales,[01:53:27:12],01;53;56;23,Now anybody that we know and went over there to visit. Oh come on this is home to eat right. Quit.,
Epigmenio J. Rosales,[01:53:33:25],01;54;02;11,But the tradition. So I don't know of them having a you know what a tradition I don't I.,culture
Angela Luckey,[01:53:39:13],01;54;03;27,Quinceañeras?,
Epigmenio J. Rosales,[01:53:40:29],01;54;04;13,Oh.,
Epigmenio J. Rosales,[01:53:42:28],01;54;07;15,You know.,
Epigmenio J. Rosales,[01:53:44:17],01;54;09;21,"No, no. My source of course.",
Epigmenio J. Rosales,[01:53:46:24],01;54;11;02,Yes. My brother. No.,family
Epigmenio J. Rosales,[01:53:48:04],01;54;14;15,That's all she had was the two boys.,
Epigmenio J. Rosales,[01:53:51:17],01;54;17;00,"My brother, he's.",family
Angela Luckey,[01:53:54:02],01;54;18;22,"You know, him? Butcher.",
Epigmenio J. Rosales,[01:53:55:24],01;54;33;00,"My brother. Yeah. He's, he's the reason I'm here. And look at him. Because he was. He. Come on. You come to Pocatello. Every you you get a good feed benefits here. So.",family;pocatello
Angela Luckey,[01:54:10:00],01;54;38;02,"Okay, so you stay here just because as a job in your family.",family
Epigmenio J. Rosales,[01:54:15:04],01;54;42;02,"Okay? Yeah, I was up.",
Angela Luckey,[01:54:19:05],01;54;44;08,You stayed. Why did you stay here?,
Epigmenio J. Rosales,[01:54:21:10],01;54;45;11,"Well, I have a job.",
Epigmenio J. Rosales,[01:54:22:18],01;54;47;08,"A job in this, folks.",
Epigmenio J. Rosales,[01:54:24:11],01;55;03;11,"What are you and my folks were here, and my brother. And then I start making friends with everybody around here. Oh, one time I competed real for them. One time we went to a dance over here to 30, 30 club one time.",family;recreation;education
Epigmenio J. Rosales,[01:54:40:13],01;55;04;17,I can't do it. I tell them that.,
Epigmenio J. Rosales,[01:54:41:22],01;55;16;17,"Yeah, yeah, they were discriminating a lot of people. You know, we went to this, they had a band from somewhere that come in to play for the 3030 club.",education
Epigmenio J. Rosales,[01:54:53:17],01;55;18;01,Was a big club.,education
Epigmenio J. Rosales,[01:54:55:04],01;55;38;27,"So yeah, 30, 30 club, I don't know, the building might still be there or not, I don't know, but still there. Anyway, we went, my complaint. I said, how are you there? You haven't got some good music over there coming in from somewhere. Why don't we go there and see what it sounds like? I am a preacher, and she used to make the money doing it, you know?",education;art;religion
Epigmenio J. Rosales,[01:55:16:01],01;55;43;18,Yeah. Then we got all dressed up for this occasion. Go over there.,
Epigmenio J. Rosales,[01:55:22:16],01;56;16;29,"Yeah, yeah, I had my brother had a necktie and he was well dressed. He was well dressed, you know, and, that was ahead of my father and my and my family and my her and I were ahead, and I thought it was just going to work right in there, you know? And then there were somebody on the, on the door with, open on the door and then with an opening says, no Mexicans allowed.",family
Epigmenio J. Rosales,[01:55:54:02],01;56;42;22,"That took me by surprise. There. No Mexicans allowed. And I was very like, well, sorry, you're not allowed. No Mexicans. Okay, so I was ready to take off. And then, like, Father God, I had, you know, just he seen who it was, I knew who. What tomorrow. You know, Mexicans are, what I think I am.",family
Epigmenio J. Rosales,[01:56:19:24],01;56;54;13,"Oh, real. Come on. Yeah. No, no. That's okay. You can come. Yeah, yeah. I didn't know you was with them. So we went and, Yeah. You got to be covering church culture.",religion;culture
Epigmenio J. Rosales,[01:56:32:21],01;57;05;10,"For that special music. Yeah. They had special music there. And, no, there wasn't going to let us in because we were Mexicans.",art
Epigmenio J. Rosales,[01:56:42:12],01;57;12;09,"See, I didn't know a lot about this because I wasn't like, there wasn't, you know, I was with Michael. Modern day. Yeah, I had I got my eyes.",
Epigmenio J. Rosales,[01:56:49:09],01;57;13;16,"I, you know, was going to pay for that.",
Epigmenio J. Rosales,[01:56:50:17],01;57;15;17,Yeah. Yeah. That was a good night.,
Epigmenio J. Rosales,[01:56:52:20],01;57;16;25,"For,",
Epigmenio J. Rosales,[01:56:53:27],01;57;18;23,Until afterwards. Okay.,
Epigmenio J. Rosales,[01:56:55:26],01;57;31;21,So we went in there and we were the only Mexicans there. Nobody else went. Yeah. And then there was. I know the theater down on this center there. I don't know what the name of the theater. Rialto.,art
Epigmenio J. Rosales,[01:57:09:12],01;57;33;20,"Oh, yeah. New center.",
Unknown Speaker,[01:57:10:23],01;57;35;23,You said that that was the Rialto here.,
