speaker,timestamp,words,tags,terms
Sam Schrager,01:21:59,"I mean, I've heard some of the more wild west kind of tales of North Idaho coming out of that country.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:22:11,"Most of that sort of thing is made up, but it wasn't all made up. But it's a rough country, real steep. You don't go anywhere much there without a saddle horse. It's too hard walking. And there's no other way. You can fly over it with an airplane, but you can't land one there.",lcoh flora & fauna,horse
Sam Schrager,01:22:35,Are there any incidents that come to your mind from the stories that they told in the early days?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:22:44,"Oh, there were rough times. There were sheep men killed and horse thieves hung in one thing and another. Rather than do a man, Monty Jarrett, you get a scar that runs right across there. He said a rancher caught him stealing a horse one time, that's where the 30-30 creased even. He had to get away with the horse.",crime;lcoh flora & fauna,stealing;horse
Dave Hickman or Tom Platt or Kenneth Platt,01:23:25,"Well, we used to hear allegations of cattle rustling and horse stealing and so on. In our midst, I don't know how much of it was ever confirmed. It's one thing to miss a cow or a steer, another thing to find the myth in somebody else's possession. There was some of that going on.",agriculture;crime;lcoh flora & fauna,cattle;possession;stealing;horse
Dave Hickman or Tom Platt or Kenneth Platt,01:24:00,"Well, I've heard the stories too about that country that somebody said one time about. A cowboy coming up there from Texas or down in that country. After about a month or so in that Salmon River country, he was all through the idea that lands are steep, that the cow couldn't even stay on the side of the hill. That wasn't his idea of a place to ride. Heard cows. Find someplace else to herd them.",food_and_drink;lcoh flora & fauna,salmon;herd
Dave Hickman or Tom Platt or Kenneth Platt,01:24:32,"I guess this happened too quite regularly, didn't it, Tom?",,
Dave Hickman or Tom Platt or Kenneth Platt,01:24:36,"Bad winter, they'd slip off the hillsides. Oh, you met a cow or a horse will slide there in that country. You go down there now, in some of those places I used to trot and run a saddle horse down. I wouldn't run nothing down there now. You couldn't pay me enough to run a saddle horse down some of those hills.",lcoh flora & fauna,horse
Sam Schrager,01:25:02,Did you get snowed in there for months at a time in the winter?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:25:06,Sometimes.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:25:08,"Sometimes. See, they had to come over the hill by forest. Come out over the top of the Craig Mountain in order to get out of there.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:25:20,"At that time you could figure on about five feet of snow on Craig Mountain every winter. Unless there was a good deal of travel through and kept the trail packed. Well, you could get into a lot of trouble. Well, you could even then because it happened to warm up and begin to fall. A little horse slide off the trail and get bogged down in the snow on the side.",lcoh flora & fauna,horse
Dave Hickman or Tom Platt or Kenneth Platt,01:25:45,"And there were years when they had lots more snow than that because I don't know if you'd remember it, Kenneth, but remember where the shop was at 8th place on the mountains there?",environment,mountains
Dave Hickman or Tom Platt or Kenneth Platt,01:25:56,"Just outside. Well, maybe you remember there were some black pine trees there. Well, there used to be a lot more of those, I guess. But there was three or four stumps out in there. You take a horse about cave wire size and ride out there and just reach over and lay your hand on top of the stumps. They just got caught there one winter and that's where they sawed the trees down on top of the snow for wood. Right there, just about seven feet of snow.",lcoh flora & fauna,horse
Dave Hickman or Tom Platt or Kenneth Platt,01:26:31,"Well, another index of the answer to your question, Sam, is that people who live down in the bottom of the San Pedro Canyon ordinarily pack in their winter supplies in the fall. And they expected to be holed up for three to five months before it was practically packed again.",,
Sam Schrager,01:26:55,Do you remember pretty well what you lived on in the way of food during the winter there?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:27:10,"Oh, I suppose I do. Well, we usually had plenty of homegrown spuds and quite a lot of canned vegetables. Bought some in cans. I guess most of what anybody else would live on.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:27:33,Had your own beef?,food_and_drink,beef
Dave Hickman or Tom Platt or Kenneth Platt,01:27:35,Bacon and beef. You had hogs too.,food_and_drink,bacon;beef
Dave Hickman or Tom Platt or Kenneth Platt,01:27:39,"No, we didn't raise hogs. It wasn't very successful. It was a pack and grain 14 miles on a pack horse to raise hogs. It didn't work either way. You see, in 1919 there was a lot of grain over on Omak there. Oh, it's in that book. Bill, he bought a whole bunch of this wheat over there. And then bought feeder pigs and took them in there. And long in the wintertime they got ready for market. So we started driving out to Grangeville. We drove them up Whitewood and got over the hill down towards Toll Lake there. And they got them into a barn overnight. And when they went out the next morning it was zero weather. The damn pig was all piled in one corner. And only the ones on top was alive. So it wasn't a paying proposition.",agriculture;lcoh flora & fauna;lcoh places;lcoh thrashing;leisure,wheat;horse;pig;grangeville;omak;feeder;lake
Dave Hickman or Tom Platt or Kenneth Platt,01:28:51,"Well, my recollection of what we ate included lots of beans and rice and macaroni and almost all kinds of dried fruits. We had relatives in California and we'd send there and get raisins and dried prunes in the wholesale lots. And the bacon, we bought in whole sides of course. And I suppose there was some salt pork and that sort of thing too at the time. Lots of cured and dried stuff that could be packed and kept without a storage box.",food_and_drink,bacon;pork;raisins;salt;salt pork
Dave Hickman or Tom Platt or Kenneth Platt,01:29:38,"See, there was no refrigeration in those days. People would live where they could cut ice. Of course they had ice boxes but out on a lone ranch there's not much chance of that. So you had to buy things that couldn't be stored.",agriculture,ranch
Sam Schrager,01:30:00,"What about the neighbors around you when you were on a ranch there? Did you see other people much, especially the winners?",agriculture,ranch
Dave Hickman or Tom Platt or Kenneth Platt,01:30:13,"Well, occasionally though. There was dancers in one thing or another.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:30:20,See the winners.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:30:23,"Kind of got them together. I suppose by today's standards you'd say you didn't see very much of each other, really.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:30:37,How far did Harry live from us?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:30:41,Five miles. Five miles by saddle horse.,lcoh flora & fauna,horse
Sam Schrager,01:30:47,Was he a close neighbor?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:30:50,"Well, no, we had one neighbor a mile away. And as long as Ross was with us, stayed there. But he moved up and moved right out. We had one a mile away in each direction. Then each two directions.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:31:11,"Well, I guess from the period from about 1910 to 1915, when the homesteads were mostly being taken up, and the country was mostly being filled up with young people, we had house warnings and weddings and that sort of thing. That fairly frequently. Those didn't take too much an excuse to get people to go somewhere.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:31:45,"No, they kind of looked for an excuse to go somewhere, I think.",,
Sam Schrager,01:31:55,But there was no store or was there a school in there?,education,school
Dave Hickman or Tom Platt or Kenneth Platt,01:32:02,Only was it our house.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:32:04,Only private.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:32:06,"Just our family. Our father hired a teacher who lived in our house. There was one house warning. I remembered I didn't go to it because I was too small. My dad and mother went to a homestead cabin house warning a few miles up the river from us. My mother made a cake to take them on, and she also took along a kerosene lamp to light up the occasion. When they got there, they found the lamp that soaked out of the kerosene and soaked out of the lamp and the cake didn't make it.",agriculture;education;family;food_and_drink,homestead;teacher;father;mother;cake
Dave Hickman or Tom Platt or Kenneth Platt,01:32:52,Did it was a teacher there for just a part of the year?,education,teacher
Dave Hickman or Tom Platt or Kenneth Platt,01:32:57,"Yeah, I think the months that we were pulled up on the calendar. About five months, she taught there.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:33:07,"That or closer to six. It was pretty standard, I guess. I know that as a seventh grader I came out to Genesee just a couple of weeks before the end of the term. I moved in seventh grade and passed the examination there with no problem. So I think it was, I think what was taught was pretty standard stuff that teachers would all have their certificates.",lcoh places,genesee
Sam Schrager,01:33:45,Did you have a number of different teachers through the years? Or would the same person come back?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:33:52,"Four. Four years. We had one teacher, two different terms. The others were all just one term.",education,teacher
Sam Schrager,01:34:06,Was it very hard on you as far as making you stick to the grindstone instead of being in a classroom with a lot of kids? I wonder whether you...,education,classroom
Dave Hickman or Tom Platt or Kenneth Platt,01:34:17,"Well, as I recall, we observed school hours pretty closely. School was always an adventure to me, so it was never a hardship. I wasn't even aware that school was supposed to be hard. I don't know how the others reacted.",education,school
Dave Hickman or Tom Platt or Kenneth Platt,01:34:38,"Well, there probably wasn't much you could have done that time of year anyway outside, so you probably would have been in anyway.",,
Sam Schrager,01:34:48,"Well, how many of you were there then, the kids, going to school?",education,school
Dave Hickman or Tom Platt or Kenneth Platt,01:34:54,I guess five was the most... Our youngest sister was just barely old enough to start school.,education;family,school;sister
Dave Hickman or Tom Platt or Kenneth Platt,01:35:09,"Tom, you had a couple years of Genesee before that started, didn't you?",lcoh places,genesee
Dave Hickman or Tom Platt or Kenneth Platt,01:35:15,"Three years, I think. I wouldn't swear to it anymore. I think it was three years ago.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:35:27,You stayed at Grandma Platt then and went to school. Yeah.,education,school
Sam Schrager,01:35:34,Would you tell about the bad winter again and what that was like when it was so hard on the cattle after the war? What winter was that?,agriculture;conflict,cattle;war
Dave Hickman or Tom Platt or Kenneth Platt,01:35:47,"1919 and 1920, they said.",,
Sam Schrager,01:35:51,What was it that happened?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:35:54,"Well, it was just a winter with a lot of snow and a lot of cold and short feet. That particular area just didn't have any feet in there. Cold was an extremely dry, cold summer, and the grass never grew very well. So when it came time to put cattle in the feedlot, they just didn't have enough feet. Eventually the 700 head ended up down at the top of this, the feedlot's down there. Well, on numbers that would indicate that they were something like 60 % short of feet. And it was cold enough that they drove those 700 cattle across salmon over on the ice, which is getting pretty cold if you've seen the salmon right now because it's a pretty fast turbine in the stream. One of them went to take them out there.",agriculture;food_and_drink,cattle;salmon
Dave Hickman or Tom Platt or Kenneth Platt,01:37:18,"As I remember the story that at the time they said that they started feeding, well, John says in this that they started feeding cattle there, feeding these 700 head of cattle $7 a ton of hay, and before they got through it was $50 a ton. But the thing I remembered was that the price of beef was about $36 when they went there, but it was only $9 in the next spring after they fed them all winter, brought them through the winter. So they had to bring part of them back home. There wasn't anything they could do with it. They did sell quite a few of them.",agriculture;food_and_drink,cattle;hay;beef
Dave Hickman or Tom Platt or Kenneth Platt,01:38:09,"Well, a cow that consistently stays that cold unless she's awfully well fed, she just won't hold her own or do any good. And of course it stayed cold way late in the spring, and so they lost a lot of calves. Cows were in such poor condition that they didn't breed back good. And the next year's calf crop wasn't any good. And a thing like that carries on for several years, you see.",agriculture,crop
Sam Schrager,01:38:47,You were saying that the tits were so cold that they froze?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:38:53,"Yeah, cows that were sucking calves, the calves would suck me, the cows' tits wet, and then it was so cold that it would freeze.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:39:04,It would drop off.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:39:06,It destroyed the udders.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:39:11,"I think the remarkable thing about this whole thing, though, was the way that Bill and John, after they had gone through this, had everything put up for sale. And John took 350 head of gum or ewes, ewes that wouldn't sell anyway, the old ones. Bill took 16 or 17 head of bread, Hereford heifers, and they went their own way. And within two or three years, John was a sheep man and had a band of sheep, and Bill was back in the cattle business. And this to me is the remarkable thing that cattlemen or stockmen can just sit back and wait for nature to take its course, and the increase will come if they can wait long enough. If you can find some way to eat while you're gone, you can do it. That probably was part of it.",agriculture;environment;food_and_drink,cattle;nature;bread
Sam Schrager,01:40:21,How would you recall just what that post-war depression meant around this area for farmers that had a hard time?,conflict,war
Dave Hickman or Tom Platt or Kenneth Platt,01:40:33,"Well, I wouldn't say that farmers generally had a hard time. The price a week stayed reasonably good. It wasn't like it was in the time. It wasn't too many years until it was a dollar and a quarter, a dollar and a half, around there. It was because of the shortage of hay in certain areas, well, in fact, on large areas that hurt the stockmen. The one that sold his beef during the summer when he could have got a good price for it instead of holding it for a higher price, he didn't do too bad. And a lot of farmers would cry about that because they could have sold their wheat for $1 .45 or $2 .45 and was going to have two and a half. And eventually they took a dollar and a quarter for it.",agriculture;food_and_drink,hay;wheat;beef
Sam Schrager,01:41:45,But why did the bottom fall out of the cattle market?,agriculture,cattle
Dave Hickman or Tom Platt or Kenneth Platt,01:41:49,"Well, I wouldn't for sure know. Just that the war was over and maybe there was little more meat around than needed or something. The government quit buying tremendous amounts of it, you should see, when they brought a couple of million men home from France and quit having to ship that stuff over there to feed them, or they just didn't buy anymore.",conflict;french,war;france
Dave Hickman or Tom Platt or Kenneth Platt,01:42:17,"This came quite a little while before the start of the real depression thing came, too. This was ten years before. If this came in 1920, say, or shortly after that, the farmers were still enjoying pretty fair prices through 1929 at least. Then they began to get the pinch. As Tom said, some of them took a dollar and a quarter. I've had them tell me they took 35 cents. Some of them as low as 17 cents a bushel.",,
Sam Schrager,01:42:56,What time?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:42:58,In the early 30s then.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:43:01,"Yeah, so far as the late tall county farmers are concerned, the depression in the 30s was far, far worse than the other. No question about that.",,
Sam Schrager,01:43:14,"But to the ranchers, would you say the earlier one was as severe?",,
Dave Hickman or Tom Platt or Kenneth Platt,01:43:21,"Well, don't you suppose this came from, as Tom said, from a poor grass crop, a poor crop of hay, and having all this stock that had to be fed. Well, this just naturally threw these fellows into a depression. Maybe it wasn't wide, although it must have been wide, too, because if they said that they could have got 36 cents for their beef when they took it down there and could only get nine cents when they got ready to move it out of there, beef must have been dropping pretty fast over winter.",agriculture;food_and_drink,crop;hay;beef
Dave Hickman or Tom Platt or Kenneth Platt,01:44:02,"Well, after that war, it was the fact that a lot of the industry shut down, too. There was a good deal of unemployment and there wasn't the money around to buy high-priced stuff that had been there a short while before.",conflict,war
Dave Hickman or Tom Platt or Kenneth Platt,01:44:18,"There was a different cause of difficulty in Latah County among the folks who were strict with farmers, and that is that during the last years of World War I, the price of wheat got up to two and a half bushel, maybe somewhat higher, and this touched off a lot of land buying speculation. Land in the Genesee area that had been worth maybe $75 an acre before the war was selling for $200, $250 an acre. And people who bought that land and went out on the limb without enough money and the paperwork were caught. Then in the depression after the war, there were low crop prices that wouldn't pay for land valued that high, and some of those folks had to give up. They lost their farms and their farms were combined. This was kind of the beginning of combining farms into bigger patches. Folks that had big enough areas and were well enough financed to stay with it bought up some of these farms that had to be abandoned because of bankruptcy.",agriculture;conflict;lcoh places,crop;wheat;war;genesee
Dave Hickman or Tom Platt or Kenneth Platt,01:45:39,"There were speculators, too. For instance, in the early days here, this man Williamson that had a store here in Moscow wasn't a speculator. His son is my neighbor now. Frank told me that he always worked on the idea that once he had enough of a hole on a ranch that he could borrow some money on it, he'd go out and put it down on something else. Well, when he got all through, Frank ended up by having just one 160-acre ranch over at Pullman that he could save out of all of these dead heads. And the Toomey place down in Genesee was one of them that he had at one time. He just kept buying every time he got a foothold on a piece of land and could borrow some more money, then he'd go out and buy something else. And if times would have kept going up, he'd have been all right, but they didn't.",agriculture;lcoh places,ranch;genesee;moscow;pullman
Dave Hickman or Tom Platt or Kenneth Platt,01:46:42,"What I wonder about now, aren't we in the same kind of a thing right now?",,
Dave Hickman or Tom Platt or Kenneth Platt,01:46:47,"You're talking, Kenny, about prices going from $75 to $200 or $250 or something. Now they tell me that some of our farmland is selling as high as $850 an acre. No one can make that kind of money from that piece of land if they depend on the piece of land to make the money. That's right.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:47:09,"And it isn't farmers that are offering that kind of money. It's people who have other income, people who have industrial income or some other enterprise against which they can take a loss on the farm and take a tax credit for it. I was told by Rudolph Norby the last time I talked to him that one of his neighbors was offered $1 ,200 an acre for 1 ,000 acres of land toward Uniontown. This was not an offer made by another farmer. It was an offer made by a California investor who perhaps has an industrial development for some other business against which he can take credit in the tax write-off on that.",economic;lcoh places,income;uniontown
Sam Schrager,01:48:06,What would his long-range interest be in owning land that cost him that much? Would he be able to do it?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:48:17,"Well, under our present income tax setup, he can take off any loss that...if he can show a loss on this farm that it isn't paying out, he can take this directly out of his profits from the other organization, whatever he has. So until they straighten up this kind of a thing, there will always be some of that going on. But I know Kenny in one or two cases where it has been the farmer who bought the land, but it was land that joined him and he could farm it without any additional equipment and he probably had the money to buy it.",economic,income
Dave Hickman or Tom Platt or Kenneth Platt,01:48:59,"In this circumstance, it makes some sense. Talking about speculation, they say that a lot of places, I guess, had certain amounts of speculation in the pioneering days, some more than others. Some places had boosters coming in, guys that were just trying to take advantage of the fact that the land was just opening up, even planning to stay there.",,
Sam Schrager,01:49:28,"Do you know how much of an idea, how much of that there was around Genesee and how much of it, as opposed to how the people just coming in to buy and sell for the amount they could?",lcoh places,genesee
Dave Hickman or Tom Platt or Kenneth Platt,01:49:44,"Well, from what I can remember, I would say that most of the people who came in there came in with the idea of staying because the valley to the north was Scandinavian, the valley to the west was German, and they just kind of came and landed in communities and they built their homes and built a church. I don't think there was very little speculation. The place where there might have been a little speculation early would have been like this town of Blaine, which isn't even here anymore, just over the Paradise Hill. It used to be on the old Genesee to Moscow Road, and there was a sawmill and a grocery store and a church and a school, cut quite a little timber right in there, but now it's all farmland. It's all been cleared and it's all open to farmland. There might have been some speculation in places like that. That speculation was probably on the town mostly, I would think, that there might be a town there that would be something.",education;lcoh german;lcoh places;lcoh swedish;lcoh timber;religion,school;german;genesee;moscow;scandinavian;sawmill;timber;church
Dave Hickman or Tom Platt or Kenneth Platt,01:51:00,"I think that's true, and that was a phase which passed very early. It was part of the original tide of land settlement and early development. Before the railroads came, there was always an uncertainty of where the railroad would be when it did come, and so there was speculation on that. You can read the history of the railroads in Mato County and adjoining Prickman County and find that half a dozen towns thought they were going to be the capital of the state one of these days because the railroad was going to come there first, but it didn't. It went somewhere else. A lot of these little towns just stabilized at a much lower level or some of them disappeared almost entirely. They didn't get a permanent set up to back up their means. In the first 10 or 20 years of a lot of pioneer communities, from what I've read, there was a great deal of turnover. They've been trying to do some statistical research. They find that 70, 80 percent of the people would not stay from one census to the next, which is the only measure they've got.",education;transportation,research;railroad
Sam Schrager,01:52:20,Do you think that around Genesee there was unusual stability?,lcoh places,genesee
Dave Hickman or Tom Platt or Kenneth Platt,01:52:30,"Yes, I do. I think Dave has the right idea there. The people that came to settle most of that country came intending to stay. They came from harder circumstances than they came to, even though this was a pioneer country. The Scandinavian people and German people who came in here came from much more difficult climates and limited land resources, limited opportunities. They had no way to go but up when they got to a good farming country where they had their own land and all they had to do was persevere. That's pretty much how it went. It's a commonplace of land development in most areas that it takes about three generations of investment before the land actually pays back enough to pay off the last investment. This has been true of virtually all of the irrigation projects in Idaho, for example. A new irrigation project has opened up. People move in and host at the land. They spend all of their resources in developing as much of the land as they can. They find they can't make a living so they sell out to somebody else, ordinarily taking considerable loss on their investment up to that point. The next developer puts in his investment and develops some more land. He can't make a go of it. Finally the third investor comes along and by that time enough of the previous investment has been written off in the price that he pays and enough improvement has been made in the resource that he can make a living. From there on things stabilize.",agriculture;economic;lcoh german;lcoh swedish,farming;irrigation;investment;german;scandinavian
Dave Hickman or Tom Platt or Kenneth Platt,01:54:31,"The third one has probably got a bigger ranch. He's probably got two ranches or more by that time. I think this is true. I think this is true in the irrigated country, in the big band and all that country, even with government help. I don't know if this goes so much that way but I think of the Genesee country now. You fellas remember young Qualley Ernest Qualley down there. His dad raised a family, I don't know how big a family, on eighty acres. When he went to work he started farming while he had to have two or three times that much. Now his son is farming on I don't know what size his ranch is but I suppose eight hundred acres or seven hundred acres like all the rest of them down there to make a living. But still his dad raised a family on eighty acres.",agriculture;lcoh places,farming;ranch;genesee
Dave Hickman or Tom Platt or Kenneth Platt,01:55:37,"This is part of the explanation or at least relates to the explanation of why farmers can pay seemingly impossible prices now for additional farmland. You usually find that the farmer who pays such a high price already has a substantial growing outfit. And if he's a third generation farmer like the Qualley grandson who is now farming in the Genesee area, he has pretty much inherited what he has. It's almost a free asset. So if he has a thousand acres for which he paid nothing, as we say, he can buy another hundred and sixty acres to average in with that at a very high price and his overall cost of land is still a reasonable figure. This same man, if he had to go to the bank and borrow the money and buy that land and pay for it to pay off a loan covering the old value of the land, he couldn't possibly make it. He has to average in some other assets that cost much less.",agriculture;clothing;economic;lcoh places,farming;outfit;loan;genesee
Dave Hickman or Tom Platt or Kenneth Platt,01:57:01,"I always think that way about old Charlie Funkhouser over there who was a banker at Palouse for many years. He owned a couple hundred acres out there and he always claimed that Palouse land was only worth sixty-seven dollars an acre. When he had time to sell his, he'd get two hundred or two and a quarter for it. But probably as far as the bank was concerned, sixty-seven would have been the figure they'd started using. That had been the amount they'd loaned on it.",,
Sam Schrager,01:57:36,I was thinking about the post-World War I tough winter again and I was just wondering about the effects on that.,conflict,war
Sam Schrager,01:57:54,Was it across the board for what it did in the country around here?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:58:01,"Well, I'd say it was on livestock anyway, sheep and cattle anyway. I don't suppose it affected the hogs very much because wintertime hogs are locked up anyway.",agriculture,cattle;livestock
Dave Hickman or Tom Platt or Kenneth Platt,01:58:12,"It must have affected the labor market though because I ran a camp, NRA, which was National Resource Act, I believe, Recovery Act. They paid those boys sixty cents an hour I think and a dollar an hour for cooks and so forth. But they had plenty of takers and that was something on the order of the CC except that they were just working for wages. So I would imagine there was plenty of labor force that was looking for work.",health,recovery
Dave Hickman or Tom Platt or Kenneth Platt,01:58:57,What year was that?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:58:58,It was in... 34.,,
Sam Schrager,01:59:07,"Oh, no, what I was talking about was the 19...",,
Sam Schrager,01:59:11,"we're skipping around. Oh, okay. You're still talking about over 19, 1920 and so forth. You said that year the horses' tails got stuck.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:59:22,"Cows' tails froze down at night, see, when they lay down. And when they get up they just pull their hair out of their tails. Well... There's cows all over the country without any bush on their tails next spring.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:59:35,There wasn't any...,,
Dave Hickman or Tom Platt or Kenneth Platt,01:59:35,"Yeah, on the bed grounds, you know, boy, they'd tuck their tail between their legs and the heat on the body would melt them down in. But during the night it gets cold and freeze up again. And I remember Bill Platt coming out here and telling us it was so damn cold that they had cows laying down on the bed ground but froze down. They couldn't get up. Right on the bed ground in the feedlot. And these were well-fed cattle he was talking about, reasonably well-fed. They had to go around in the morning and rake them loose.",agriculture,cattle
Dave Hickman or Tom Platt or Kenneth Platt,02:00:08,So they could stand up. I don't think wages were very good for some time after this 20 thing. Because I can remember working at the Genesee Union warehouse for a couple of years and I'm sure I worked for about 60 cents an hour or something of the kind working in the warehouse. And before that and after that wages went up some in price. Although maybe not so awfully high.,lcoh places;manual_labor,genesee;union;warehouse
Dave Hickman or Tom Platt or Kenneth Platt,02:00:44,"By the time I was working for wages out in harvest in the middle 20s, two bits an hour was the harvest wage. Four dollars a day for a 12 hour day. So wages were awfully cheap.",agriculture;economic;manual_labor,harvest;wage
Dave Hickman or Tom Platt or Kenneth Platt,02:01:07,"Thinking along that same line, I worked for Bunker Hill and Sullivan for six months in the mine. And that was either in 20 or 21 and I got four and a quarter a day for that.",,
Sam Schrager,02:01:24,Eight hours?,,
Dave Hickman or Tom Platt or Kenneth Platt,02:01:25,Eight hours. So the wages weren't anything outstanding.,,
Dave Hickman or Tom Platt or Kenneth Platt,02:01:32,You didn't have very much of the time you paid for your bed and your rooms. No.,,
Dave Hickman or Tom Platt or Kenneth Platt,02:01:36,Paid for your room and the board and so forth. I forgot now what it cost. It couldn't have been more than $30 a month or so.,,
Sam Schrager,02:01:47,Did you find on the operation that you could keep your health pretty well?,,
Dave Hickman or Tom Platt or Kenneth Platt,02:01:57,"Oh, I don't know. We had quite a few incompetent people out there at the ranch at different times. Kids that came out of Spokane and one thing or another. Take them out to pitch hay. It was just about as well pitched as yourself because you had a long bed. They never had a pitchfork in their hands before.",agriculture;lcoh places,hay;ranch;spokane
Dave Hickman or Tom Platt or Kenneth Platt,02:02:23,You know what to do with it.,,
Dave Hickman or Tom Platt or Kenneth Platt,02:02:27,"But no, by and large now I don't think Bill had any trouble on Salmon River. He had experienced men there all the time. But there were homesteaders from around there that had been there a while and knew something about the country. They were looking for a few dollars. Yeah. He didn't have any trouble there.",food_and_drink,salmon
Dave Hickman or Tom Platt or Kenneth Platt,02:02:50,"Well, I think that by and large all through that period up until after the 1930s depression, the labor market was largely a buyer's market even on ranches. There were some men who were pretty picky and choosy about where they worked and how much they got paid. But you could nearly always find men who were looking for work. There was a great deal of itinerant labor needed in the blues country then because the harvesting piled up, the grain was bound rather than combined. And harvesting required a lot of extra help to manage the horses and pitch the bundles and thrash the grain and so on. And there was quite a lot needed in haying time. There was a lot of seasonal work. With the high-powered tractors now and self-propelled combines, they do up this work in 30 days. It used to take a much longer time with horsepower and hand power and with a lot fewer people to do it.",,
Dave Hickman or Tom Platt or Kenneth Platt,02:04:16,"Well, I tell the story, Kenny, about the... And all in the world that that outfit owned was a tent for a cookhouse and a tent to cover the horses and some horses and plows or a couple plows and the Fresnos. That's the way they built that Genesee Highway to start with. And it's still in the same place that it was built then, although they've come in since then and cut one or two of the hills down a little more. But then they went on from that and then went off down that Boise country. And during the World War or during the Second War or something, they became another Morris Knutson and went all over the world building airfields and so forth.",clothing;conflict;lcoh places,outfit;war;boise;genesee
Sam Schrager,02:05:07,This is the Turley outfit?,clothing,outfit
Dave Hickman or Tom Platt or Kenneth Platt,02:05:09,"Mm-hmm, Turley Brothers. They started here in Moscow. In fact, there's one of them living at Boise now. Well, there may be more than one of them, but there's one of the grandsons living at Boise now, they tell me, that has a big ranch out there and he's collecting old threshing machines and old sawmills or anything of this kind that the next generation would be interested in. And he's making it into a kind of an amusement park thing, take children out to look, let them see how things went on in the good days, if that's what you call them.",agriculture;lcoh places;lcoh thrashing,ranch;boise;moscow;threshing;threshing machine
Sam Schrager,02:05:53,"Did you have to cross the Salmon at other times with cattle? I mean, was river crossing part of the operation?",agriculture;food_and_drink,cattle;salmon
Dave Hickman or Tom Platt or Kenneth Platt,02:06:03,"Well, at times when it had to be. But cattle, that's too big a river, cattle won't cross that unless you request their force to it, of course. But in our time, there were no bridges. And a beef cut being taken from Joseph Mountain on the other side of the river had to be swum across. There was no other way.",agriculture;food_and_drink,cattle;beef
Dave Hickman or Tom Platt or Kenneth Platt,02:06:34,"I did have a ferry, I used the ice-crake and that whiteboard, but there was no corrals or anything leading on to it. So there was no way to get loose cattle on there.",agriculture;transportation,cattle;ferry
Sam Schrager,02:06:48,Did you make cattle cross yourself?,agriculture,cattle
Dave Hickman or Tom Platt or Kenneth Platt,02:06:50,"Well, I've helped swim cattle at Salmon many times.",agriculture;food_and_drink,cattle;salmon
Sam Schrager,02:06:54,What's it like?,,
Dave Hickman or Tom Platt or Kenneth Platt,02:06:56,"Oh, you just take a small bunch that you can be sure to handle, maybe seven or eight or ten head. And decide where you're going to put them in. And two or three fellows, a couple behind and one on each side, you start them on the run down the river and they'll go in. If you can keep that lead bunch headed across, the others will go fairly easy.",,
Dave Hickman or Tom Platt or Kenneth Platt,02:07:26,Cattle will follow the river.,agriculture,cattle
Dave Hickman or Tom Platt or Kenneth Platt,02:07:32,"The early day people and maybe still some of them do occasionally swim, they swim cattle across the snake too.",agriculture,cattle
Dave Hickman or Tom Platt or Kenneth Platt,02:07:42,"Tom, did you ever see the techniques used of putting a young calf in the back of a rowboat and coaxing the mother in?",family,mother
Dave Hickman or Tom Platt or Kenneth Platt,02:07:49,"No, but I coaxed the whole herd up the highway.",lcoh flora & fauna,herd
Dave Hickman or Tom Platt or Kenneth Platt,02:07:53,"Not in the rowboat, but with a calf in a pickup. Darn right.",,
Dave Hickman or Tom Platt or Kenneth Platt,02:07:59,Put a calf in the pickup and let them all find out exactly where he is. You've got to lead them right up the highway. Take the whole bunch and just go.,,
