speaker,timestamp,translation,words,tags
Thomas Murillo,[00;52;02;11],"Anyway, I to talk the guy out of. Fighting with Steve. And so after that, you know Steve, of many people who were good friends over the last 40, but, the. No, I was not a part of the social activities of who did I speak at all? Because, you know.","De todos modos, tengo que convencer al chico de que no lo haga. Peleando con Steve. Y después de eso, ya conoces a Steve, de muchas personas que fueron buenos amigos durante los últimos 40 años, pero. No, no era parte de las actividades sociales ¿de quién hablé en absoluto? Porque tú sabes.",
Angela Luckey,[00;52;25;24],I go to a number with this. Mexican kids had opportunities to hold officers and I cheerleaders.,Voy a un número con esto. Los niños mexicanos tuvieron oportunidades de sostener a los oficiales y a mí a las porristas.,
Thomas Murillo,[00;52;33;14],"And it's, at that time, I can't.",Y es que en ese momento no puedo.,
Thomas Murillo,[00;52;39;01],"I can't say that because I'm problem. There's only two of us there now. I think that, let's see. Junior third. I was a freshman. I, they were all sophomores. I don't remember any, I don't remember any in the junior class. So there were so few of us that, it, it, I, I, I don't.","No puedo decir eso porque soy un problema. Ahora sólo somos dos allí. Eso creo, veamos. Tercero juvenil. Yo era un estudiante de primer año. Yo, todos eran estudiantes de segundo año. No recuerdo ninguno, no recuerdo ninguno en la clase junior. Entonces éramos tan pocos que, eso, eso, yo, yo, yo no.",hardship;education
Thomas Murillo,[00;53;10;21],"We would have had have been outstanding, too. Well, can't have been, thank you very much. I think there was no real barrier to to becoming, you know, sort of, a school. Class officer. But, as I say, I don't think there's any barrier insofar as you can distinguish in process. I don't think it was there.","Nosotros también hubiéramos sido excepcionales. Bueno, no puede haber sido así, muchas gracias. Creo que no había ninguna barrera real para convertirse en una especie de escuela. Oficial de clase. Pero, como digo, no creo que haya ninguna barrera en la medida en que se pueda distinguir en el proceso. No creo que estuviera allí.",education
Thomas Murillo,[00;53;47;02],"there were Japanese were certainly very highly I mean, very intelligent kids. And I went to school with the Japanese and I think only later were they.",Había japoneses que ciertamente eran niños muy inteligentes. Y fui a la escuela con los japoneses y creo que sólo más tarde fueron ellos.,education
Thomas Murillo,[00;54;02;15],"The girls were very shy Japanese, girls were shy. So I can remember that. Anyway, those guys held any office in high school.","Las chicas japonesas eran muy tímidas, las chicas eran tímidas. Entonces puedo recordar eso. De todos modos, esos tipos ocupaban algún cargo en la escuela secundaria.",education
Angela Luckey,[00;54;19;24],And did you go to college?,¿Y fuiste a la universidad?,
Thomas Murillo,[00;54;22;15],"I went to college after the war. After I finished my apprenticeship, when I decided to try for a, engineering degree and, I did it by, going to by working at night before to 12 shift and going to school in the day. And, I was only ten for two semesters, and the, not, not sure.","Fui a la universidad después de la guerra. Después de terminar mi aprendizaje, decidí intentar obtener un título en ingeniería y lo hice trabajando de noche antes del turno de las 12 e yendo a la escuela durante el día. Y solo tuve diez años durante dos semestres y no, no estoy seguro.",conflict;education
Thomas Murillo,[00;54;55;24],"at the time of working in that year, I had to go back to work in days. And so I, had to drop out and it was two semesters.","Al momento de trabajar en ese año, tuve que volver a trabajar en unos días. Y entonces tuve que abandonar y fueron dos semestres.",
Thomas Murillo,[00;55;11;28],"And after that, I'm just going. I find it a job someplace where I could continue my education. And, I, Announced plans going closed, so I knew I had to leave town or do it. And, I came up with the idea of going to work for the government. I was already working for the government in Spain, for the Air force, and and they were building bases and,","Y después de eso, simplemente me voy. Encontré un trabajo en algún lugar donde pudiera continuar mi educación. Y yo anuncié que los planes se cerrarían, así que supe que tenía que irme de la ciudad o hacerlo. Y se me ocurrió la idea de ir a trabajar para el gobierno. Yo ya estaba trabajando para el gobierno en España, para la Fuerza Aérea, y estaban construyendo bases y,",economy;education
Thomas Murillo,[00;55;45;15],"I also trained to get a job because, and, the fourth choice I had was to go to California. Well, Los Alamos, they kept putting me off and put me off, and they said they would try and get me a job.","También me capacité para conseguir un trabajo porque, y, la cuarta opción que tenía era ir a California. Bueno, Los Alamos, siguieron desanimándome y desanimándome, y dijeron que intentarían conseguirme un trabajo.",economy
Angela Luckey,[00;56;02;23],"And you care for cook? Cook? Yeah, I got a point. I considered counsel. I'm going to go get this, because that way, you know, these kids go in those trucks going boom, boom. Well, look at you, Miss Smarty. Did she say you get scared by her?","¿Y te interesa cocinar? ¿Cocinar? Sí, tengo razón. Consideré un abogado. Voy a ir a buscar esto, porque de esa manera, ya sabes, estos niños van en esos camiones haciendo boom, boom. Bueno, mírese, señorita Smarty. ¿Dijo que te asusta?",
Thomas Murillo,[00;56;20;21],You know her. She doesn't.,Usted la conoce. Ella no lo hace.,
Angela Luckey,[00;56;23;07],She think everybody loves her.,Ella cree que todos la aman.,happiness
Thomas Murillo,[00;56;26;03],"So I, I tried trying to get on with the Air Force on the hill field. You know, I didn't. And I said, no, everybody wants to go to Spain to work for them. And, besides that, they needed political connections. I hadn't the Navy. So if you got to know somebody, you go a politician. Well, door shake and another guy, they were.","Así que intenté llevarme bien con la Fuerza Aérea en el campo de la colina. Sabes, no lo hice. Y dije, no, todo el mundo quiere ir a España a trabajar para ellos. Y, además, necesitaban conexiones políticas. No tenía la Marina. Entonces, si llegas a conocer a alguien, te conviertes en político. Bueno, puerta sacudida y otro tipo, eran.",agriculture
Thomas Murillo,[00;57;01;22],"I mean, I wasn't political enough time for them to loan me. And, I was a Democrat anyway, they were Republican. So anyway, I did get to go to Spain. 40 of the one of them was almost never did at Columbia. So I went California because once the Los Angeles area first. Yeah. And the place that I put was just after the war as a machinist.","Quiero decir, no era suficientemente político para que me prestaran. Y yo era demócrata de todos modos, ellos eran republicanos. De todos modos, pude ir a España. 40 de ellos casi nunca se hicieron en Columbia. Así que fui a California porque una vez fue el área de Los Ángeles primero. Sí. Y el lugar que ocupé fue justo después de la guerra como maquinista.",conflict
Thomas Murillo,[00;57;27;15],"I'd already graduated from the French school here, but, I'd already contacted it. I'd be in, recruiter by phone. He wasn't going to. He was in Salt Lake at the time. And, so he sent me a application, and I told him to look out for you. So, you know, if you could send where you stop and talk to me.","Ya me había graduado de la escuela francesa aquí, pero ya me había puesto en contacto con ella. Estaría dentro, reclutador por teléfono. Él no iba a hacerlo. Él estaba en Salt Lake en ese momento. Entonces me envió una solicitud y le dije que te cuidara. Entonces, ya sabes, si pudieras enviar donde te detuvieras y hablaras conmigo.",education;food and drink
Thomas Murillo,[00;57;58;14],"So. I did, after I left Los Angeles. San Jose. And by luck, I, we checked in the hotel. It was just a block from IBM.","Entonces. Lo hice después de dejar Los Ángeles. San Jose. Y por suerte, nos registramos en el hotel. Estaba a sólo una cuadra de IBM.",
Thomas Murillo,[00;58;17;15],"Development, branch of IBM. And, we've been up all night. I decided not to go to bed and go ahead and with the first thing. So they opened up the meeting, but it was over seven. So I went over there and, yeah, they were already opened it. They sent me the personnel that time, IBM scattered all over, so they sent me on personnel or by we're lucky that their personal life would be nice.","Desarrollo, rama de IBM. Y hemos estado despiertos toda la noche. Decidí no acostarme y seguir adelante y con lo primero. Entonces abrieron la reunión, pero ya eran más de las siete. Así que fui allí y sí, ya lo habían abierto. Esa vez me enviaron personal, IBM estaba esparcida por todas partes, así que me enviaron personal o tenemos suerte de que su vida personal fuera agradable.",
Thomas Murillo,[00;58;48;13],"And they were hiring machines and they said no. So I started to walk out of there and a lady called me back and asked me if I worked on machines like blades and Miller machines. I told her, yeah, said, would you like to try for a model maker? And I said, well, I'm not sure I know what model makers do, but they worked on that.","Y estaban alquilando máquinas y dijeron que no. Entonces comencé a salir de allí y una señora me llamó y me preguntó si trabajaba en máquinas como Blades y Miller. Le dije, sí, le dije, ¿te gustaría intentar ser modelista? Y dije, bueno, no estoy seguro de saber qué hacen los fabricantes de modelos, pero trabajaron en eso.",labor
Thomas Murillo,[00;59;08;29],"Yeah. What do you think? She raises an interview with me with a guy there in personnel, and they arranged for three other interviews in different parts of town. Then they told me they were getting in touch with me, but I had a peek at one of the papers, one of the guys inside saying that they recommended that I'd be hired.","Sí. ¿Qué opinas? Ella me plantea una entrevista con un chico del departamento de personal y concertaron otras tres entrevistas en diferentes partes de la ciudad. Luego me dijeron que se estaban poniendo en contacto conmigo, pero eché un vistazo a uno de los periódicos y uno de los tipos que estaban dentro decía que recomendaban que me contrataran.",migration
Thomas Murillo,[00;59;34;11],"So yeah, I came back in, but, we've got a letter from me telling me that.","Así que sí, volví, pero tenemos una carta mía diciéndome eso.",
Unknown,[00;59;42;07],They want me to go to work with.,Quieren que vaya a trabajar conmigo.,
Thomas Murillo,[00;59;44;26],"So that's why I haven't been to, Go to work with IBM. And actually, it was, she's the one that, maybe soon because I want to work in OAC. I've been in Italy during the these, I thought I was on the heavy up there. I just liked it. It was different than it is now.","Por eso no he ido a trabajar con IBM. Y de hecho, fue ella quien, tal vez pronto porque quiero trabajar en OAC. Estuve en Italia durante estos años, pensé que estaba en el peso allí. Simplemente me gustó. Era diferente de lo que es ahora.",
Thomas Murillo,[01;00;08;09],"Oh, my God. Restaurants. Oh. Kind of Mexican restaurants on the East Side with all that great food. Oh, and music and dances and the beautiful girls. I don't know the place, but when it came time, I. She didn't like it, so she she made a decision that we should go to San Jose. So that's how we wound up.","Ay dios mío. Restaurantes. Oh. Una especie de restaurantes mexicanos en el East Side con toda esa excelente comida. Ah, y música y bailes y las chicas guapas. No conozco el lugar, pero cuando llegó el momento, a mí no le gustó, así que tomó la decisión de que fuéramos a San José. Así es como terminamos.",culture
Thomas Murillo,[01;00;34;11],Is it was a great decision. We made it through a big difference in my life.,¿Fue una gran decisión? Superamos una gran diferencia en mi vida.,
Angela Luckey,[01;00;40;21],What does the model making.,¿Qué hace el modelo?,
Thomas Murillo,[01;00;42;26],"A money maker is just a, a machinist who, who differs only in that he has to be able to make parts with, a form, a blueprint for drawing. a, he has a moment for us to be able to make parts just by oral instructions or just with a sketch. And, there's a reason for that.","Un fabricante de dinero es simplemente un maquinista que se diferencia sólo en que tiene que poder fabricar piezas con una forma, un plano para dibujar. a, tiene un momento para que podamos hacer piezas simplemente mediante instrucciones orales o simplemente con un boceto. Y hay una razón para ello.",
Thomas Murillo,[01;01;10;01],"Don't. Because, they only have them and, research and development, they don't have to be manufactured in manufacturing and come to makers of machines. You see. but in the model show, there the word model in that case means that you're making the first part. The model part. They don't know if it's going to work or not.","No. Porque solo los tienen y, mediante investigación y desarrollo, no tienen que fabricarse en la industria manufacturera y llegar a los fabricantes de máquinas. Verás. pero en la presentación del modelo, la palabra modelo en ese caso significa que estás haciendo la primera parte. La parte del modelo. No saben si va a funcionar o no.",labor
Thomas Murillo,[01;01;37;13],"whatever mechanism it's going to be used in. So that's why they use the word model. And now other than that, the same machines, everything is the same. The. But, as you go along, you soon learn that the other difference is, the existing, that you have to be able to respond, real fast to, the engineers needs you.","sea ​​cual sea el mecanismo en el que se vaya a utilizar. Por eso utilizan la palabra modelo. Y ahora, aparte de eso, las mismas máquinas, todo sigue igual. El. Pero, a medida que avanzas, pronto aprendes que la otra diferencia es la existencia, que tienes que poder responder, muy rápido, a que los ingenieros te necesitan.",labor
Thomas Murillo,[01;02;09;02],"as a moment. You you work on a team of teams composed of, a couple of engineers and an electronics technician and the, design at that point. And, whatever they decide that they need to meet, they need to be made. that's what you therefore go through, select the material, but then you, make it so that so it, it requires, accuracy, beyond which I was used to working, over here and, didn't have the blueprint to study to see how you make it.","como un momento. Trabajas en un equipo de equipos compuesto por un par de ingenieros y un técnico en electrónica y el diseño en ese punto. Y, independientemente de lo que decidan que deben cumplir, es necesario hacerlo. Por lo tanto, eso es lo que hay que hacer, seleccionar el material, pero luego, hacerlo de modo que requiera precisión, más allá de la cual yo estaba acostumbrado a trabajar aquí y no tenía el plano para estudiar y ver cómo. tú lo haces.",family;labor
Thomas Murillo,[01;02;57;08],"So it, and I had the least amount of, that was experienced when I went. And so it was, it was really tough on me. I never had an opportunity for machining, but even here, as an apprentice, I, apprentice machinist, it was only another guy, and I didn't really know what we're doing the day we walked in there.","Así fue, y tuve la menor cantidad de experiencia que experimenté cuando fui. Y así fue, fue muy duro para mí. Nunca tuve la oportunidad de mecanizar, pero incluso aquí, como aprendiz, yo, aprendiz de maquinista, era sólo otro tipo más, y realmente no sabía lo que estábamos haciendo el día que entramos allí.",
Thomas Murillo,[01;03;21;09],"I know the first day I was going to report for work as an apprentice. My father asked me what I was going to do, and I couldn't tell you. I didn't know when. This idea, on the other hand, the other 58 guys, they all had done some kind of machine, whether in services or on the railroads here. You see, they might have been machinists helpers.","Sé que el primer día iba a presentarme a trabajar como aprendiz. Mi padre me preguntó qué iba a hacer y no pude decírtelo. No sabía cuando. Esta idea, por otro lado, los otros 58 muchachos, todos habían hecho algún tipo de máquina, ya sea en los servicios o en los ferrocarriles aquí. Verá, podrían haber sido ayudantes de maquinistas.",family;labor;economy
Thomas Murillo,[01;03;43;18],"this doesn't mention Guy. Well, he had,","Esto no menciona a Guy. Bueno, él tenía,",
Thomas Murillo,[01;03;55;26],"but, he noticed that he wasn't really one. So he, he walked back to the beginning as an apprentice. And, I, I struggled all through the friendship, just because I just didn't have a knack for it. But the thing that came through it was a real good apprenticeship. We were three weeks of every month in the shop, and one week of the month we spent in the classroom or upstairs and in the classroom.","pero se dio cuenta de que en realidad no lo era. Entonces él regresó al principio como aprendiz. Y yo luché durante toda la amistad, simplemente porque no tenía habilidad para ello. Pero lo que resultó fue un aprendizaje realmente bueno. Estábamos tres semanas de cada mes en la tienda, y una semana del mes la pasábamos en el salón de clases o arriba y en el salón de clases.",positive emotions;economy
Thomas Murillo,[01;04;24;28],"We studied drafting, shop man.","Estudiamos dibujo, dependiente.",
Thomas Murillo,[01;04;35;15],"history, English. Because I forget the other. So anyway, I did very well in the first room, so, I, I made it through because of that. We'll see. But otherwise, I like we having real problems compared to those other guys who, you know, are working against guys that already before the war had worked, you know, so I just picked it up, in the Army of the Navy, most of our, Muslim Navy, the Air Force, because they were so technically oriented.","historia, ingles. Porque me olvido del otro. De todos modos, me fue muy bien en la primera sala, así que lo logré gracias a eso. Ya veremos. Pero por lo demás, me gusta que tengamos problemas reales en comparación con esos otros tipos que, ya sabes, están trabajando contra tipos que ya antes de la guerra habían trabajado, ya sabes, así que acabo de aprender, en el Ejército de la Marina, la mayoría de nuestra Armada musulmana y la Fuerza Aérea, porque estaban muy orientadas técnicamente.",history;hardship;conflict
Thomas Murillo,[01;05;20;07],"So I had I had a tough time there. And then I go to work like the Army, that most often they're all hotshots. They're. So I was up against the beginning of you on again. you know, they they seemed to. Okay, well, when the guys with my management group told me once that they feel better when I went through, we were.","Así que pasé un momento difícil allí. Y luego voy a trabajar como en el ejército, que la mayoría de las veces son todos peces gordos. Ellos son. Así que me encontré con el comienzo de ti otra vez. ya sabes, parecían hacerlo. Vale, bueno, cuando los chicos de mi grupo directivo me dijeron una vez que se sentían mejor cuando pasé, así lo hicimos.",conflict
Thomas Murillo,[01;05;48;06],"You never hired me later on until I, he told me once that I was never going to be the best model. And he said, you know, then that they got my book. Great. Hell yeah. And they did. Yeah. You know, you are very impressed by the fact that I was very calculation. None of the risk, high reward.","Nunca me contrataste más tarde hasta que él me dijo una vez que nunca iba a ser la mejor modelo. Y él dijo, ya sabes, que obtuvieron mi libro. Excelente. Demonios si. Y lo hicieron. Sí. Sabes, estás muy impresionado por el hecho de que fui muy calculador. Ninguno de los riesgos, alta recompensa.",
Thomas Murillo,[01;06;11;16],So that that's the worst way.,Entonces esa es la peor manera.,
Angela Luckey,[01;06;16;12],How do you feel about education?,¿Cómo te sientes acerca de la educación?,education
Thomas Murillo,[01;06;20;10],"Well, I would feel very strongly about education. I, I mean, it's, I think it's, to me, it's, real ideal to me, kids. But when I say educated, I don't mean if you just get a degree from the university like that doesn't mean you have to go, I mean, I like, I like, liberal arts education, very technical typesetting.","Bueno, me sentiría muy convencido de la educación. Quiero decir, es, creo que es, para mí, es realmente ideal para mí, niños. Pero cuando digo educado, no me refiero a que simplemente obtener un título de la universidad no significa que tengas que ir, quiero decir, me gusta, me gusta, la educación en artes liberales, la composición tipográfica muy técnica.",education
Thomas Murillo,[01;06;58;27],"Thank you very much. Because, after spending, you know, 21 years in engineering, I'm not, 20 years in engineering. I know how badly those guys need to get in touch with people. And and, I mean, when you when you consider that they don't have to even have a good knowledge, working knowledge, you things, language, you know, to be useful, to be able to write it on a line, let alone a paragraph that knows what to do in there.","Muchas gracias. Porque, después de pasar, ya sabes, 21 años en ingeniería, yo no, 20 años en ingeniería. Sé lo mucho que esos tipos necesitan ponerse en contacto con la gente. Y, quiero decir, cuando consideras que ni siquiera tienen que tener un buen conocimiento, conocimiento práctico, cosas, lenguaje, ya sabes, para ser útiles, para poder escribirlo en una línea, deja que solo un párrafo que sabe qué hacer allí.",education
Thomas Murillo,[01;07;35;02],"I have to write a paper. Well, I know what they do. That one guy, I wrote his paper for 100 a month on thing, and here he was a senior, in, San Jose State going through degree in electrical engineering later on. I mean, I did a lot of technical writing for them. It was too hard to try and work from your from,","Tengo que escribir un artículo. Bueno, sé lo que hacen. Ese tipo, escribí su trabajo por 100 al mes, y aquí estaba él, estudiante de último año, en el estado de San José, cursando su título en ingeniería eléctrica más adelante. Quiero decir, escribí muchos escritos técnicos para ellos. Fue muy difícil intentar trabajar desde tu lugar,",education;recreation
Thomas Murillo,[01;08;06;19],"Stuff that those other engineers had written. They just, you know, I mean, I know from my experience here, I, I for, I know how, how hard it is for people, for a guy that's been high school 13 years. And to get the second highest grade on the entrance examination over here. But, you know, you know, there's, there's a lot of guys with lower grades than you.","Cosas que esos otros ingenieros habían escrito. Simplemente, ya sabes, quiero decir, lo sé por mi experiencia aquí, yo, yo, sé lo difícil que es para la gente, para un chico que ha estado en la escuela secundaria durante 13 años. Y sacar la segunda nota más alta en el examen de acceso de aquí. Pero, ya sabes, hay muchos tipos con notas más bajas que tú.",education
Thomas Murillo,[01;08;36;23],"That shouldn't be that way. And. Yeah, when you. We took the entrance examination, English entrance examination over here in our apprenticeship program that we trained. At what level? When we took English, I got the highest grade, the two classes. Very. And so, you see, it's there was a lot of people with a lot of training with the agreement with, are not, to my mind, they're not really educated, I think.","Eso no debería ser así. Y. Sí, cuando tú. Tomamos el examen de ingreso, el examen de ingreso de inglés aquí en nuestro programa de aprendizaje que capacitamos. ¿A qué nivel? Cuando tomamos inglés, obtuve la nota más alta, las dos clases. Muy. Y entonces, verá, había muchas personas con mucha capacitación con el acuerdo, no, en mi opinión, no están realmente educados, creo.",education
Thomas Murillo,[01;09;13;01],"Well, they're, they're going to be engineers and that's all just they're going to make money. They're going to be wheels. And, I don't I don't think too much. Right. I think engineers, if they're that smart, should be, should know something about the outside world.","Bueno, serán ingenieros y eso es todo, simplemente ganarán dinero. Van a ser ruedas. Y no, no pienso demasiado. Bien. Creo que los ingenieros, si son tan inteligentes, deberían serlo, deberían saber algo sobre el mundo exterior.",
Thomas Murillo,[01;09;33;04],"Rather than just bringing home a big paycheck. And that's the vegetation. Yeah. But I also feel training for those who don't, who are not really, attuned to to the college, like, it has to be more put on that because you don't have to be a college graduate to make good money. for in order to, to live in this country, they pick, I mean, after all these entitlement programs came to pass because of the civil rights movement.","En lugar de simplemente llevarse a casa un gran sueldo. Y esa es la vegetación. Sí. Pero también siento que el entrenamiento para aquellos que no lo hacen, que en realidad no están en sintonía con la universidad, tiene que centrarse más en eso porque no es necesario ser un graduado universitario para ganar un buen dinero. porque para poder vivir en este país, eligen, quiero decir, después de que todos estos programas de prestaciones sociales se aprobaron gracias al movimiento de derechos civiles.",happiness;education
Thomas Murillo,[01;10;14;24],"And I know a lot of the brothers there. And so they're running around with three pieces with a degree in their hand, and they make payments as far as, wages. But they, you know, looks good. I mean, we could be walking down First Street and so they with the three piece suit in the middle of the day and, everybody knows you, you have an office job, but, is the pay money isn't everything either, but that we have to earn our 13.","Y conozco a muchos de los hermanos allí. Y entonces andan por ahí con tres piezas y un título en la mano, y pagan hasta el salario. Pero, ya sabes, se ven bien. Quiero decir, podríamos estar caminando por la calle Primera y ellos con el traje de tres piezas en el medio del día y, todos te conocen, tienes un trabajo de oficina, pero, el dinero del sueldo tampoco lo es todo, pero eso Tenemos que ganarnos nuestro 13.",family;education;clothing;economy
Thomas Murillo,[01;10;47;21],"And the reason, I don't you think I did okay, but not getting a degree. They, you know, I didn't get a degree and better, I, I think that, well, I grew up, I did as well as a lot of the guys with degrees there. I could I could have done, I don't say better because that's what the, what I'm talking about in most places, becoming managers supposed to be, you know, that's,","Y la razón es que no creo que lo haya hecho bien, pero no obtuve un título. Ellos, ya sabes, no obtuve un título y mejor, creo que, bueno, crecí, me fue tan bien como muchos de los chicos con títulos allí. Podría haberlo hecho, no digo mejor porque de eso, de lo que hablo en la mayoría de los lugares, se supone que deben ser convertirse en gerentes, ya sabes, eso es,",education
Thomas Murillo,[01;11;21;15],"And I didn't care for that. I absolutely didn't, after I learned what what they had to go through, you know. No, I was. I was only you. I always a lot of people knew that. A lot of people thought I was stupid quick. A lot of people knew what I had done myself for, you know, proven favor by staying out of.","Y eso no me importaba. Absolutamente no lo hice, después de enterarme por lo que tuvieron que pasar, ya sabes. No, yo fui. Yo era sólo tú. Siempre mucha gente lo supo. Mucha gente pensó que fui estúpidamente rápido. Mucha gente sabía lo que yo había hecho para, ya sabes, demostrar mi favor al quedarme al margen.",
Thomas Murillo,[01;11;48;19],"I was off the job. It wasn't. It wasn't for me. I wouldn't have lasted 24 hours. Manager, if I didn't have the I didn't have the skill to work for it. You know, you're happy. You're still come over. I didn't stay right.","Estaba fuera del trabajo. No lo fue. No fue para mí. No hubiera durado 24 horas. Gerente, si no tenía la habilidad para trabajar por ello, no tenía la habilidad. Ya sabes, eres feliz. Todavía has venido. No me quedé bien.",economy
Angela Luckey,[01;12;12;14],"Back to your family. I just want to know a little bit about the relationship of the family. Was, who was the boss and who did the discipline.",De vuelta con tu familia. Sólo quiero saber un poco sobre la relación de la familia. Era quién era el jefe y quién hacía la disciplina.,family
Thomas Murillo,[01;12;25;08],"Oh, my mother, my mother. She knew about us, and she sure discipline me. And so I had to go. I don't know about her disciplining her. My older brother and, certainly me and, I'm sure my younger brothers, although I've never been married, being disciplined and I'm sure they were, I knew that I wanted my baby.","Ay, madre mía, madre mía. Ella sabía de nosotros y seguro que me disciplina. Y entonces tuve que irme. No sé si ella la disciplinó. Mi hermano mayor y, ciertamente, yo y, estoy seguro, mis hermanos menores, aunque nunca me he casado, siendo disciplinada y estoy segura de que lo eran, sabía que quería a mi bebé.",family
Thomas Murillo,[01;12;52;29],"I mean, I recognized that the reason I was because of probably you pretty, you know, there's no question that I was an angel. I wasn't, I mean, I wouldn't, a thief or I was a drunkard or, God forbid, a little part of the community. People just didn't do that for me. But it was good that there wasn't that kind of stuff or.","Quiero decir, reconocí que la razón por la que lo era probablemente era porque eras bonita, ya sabes, no hay duda de que era un ángel. No era, quiero decir, no lo sería, un ladrón o un borracho o, Dios no lo quiera, una pequeña parte de la comunidad. La gente simplemente no hizo eso por mí. Pero fue bueno que no existiera ese tipo de cosas o.",
Thomas Murillo,[01;13;23;05],"I remember in high school, guy used to go to school with. He'd come by, we go to school, got it. And we thought we had a place. We were the Chinese got it lived and we smoke a cigaret. You. When I was, we were running for position through the sale because of that, so, but, no, my, my mother and father were, I suppose, moderately strict.","Recuerdo que en la escuela secundaria, un chico solía ir a la escuela. Él vino, fuimos a la escuela, lo entendí. Y pensábamos que teníamos un lugar. Éramos los chinos, vivíamos y fumamos un cigarrillo. Tú. Cuando lo era, nos postulábamos para un puesto a través de la venta por eso, así que, pero no, mi madre y mi padre eran, supongo, moderadamente estrictos.",education;economy;family
Thomas Murillo,[01;13;55;12],"And so, there were certain things that I was not allowed to religious. They after 10:00 and, I always let them know where I would be going. And when I didn't do that, then I knew I was in for.","Y entonces, había ciertas cosas que no se me permitían hacer religiosamente. Ellos después de las 10:00 y siempre les hacía saber adónde iría. Y cuando no hice eso, entonces supe que estaba en lo cierto.",religion
Angela Luckey,[01;14;13;07],"The, the different, curfews for the girls.","Los, los diferentes, toques de queda para las chicas.",
Thomas Murillo,[01;14;18;12],"Well, my, I don't remember that. See, my older sister was up. I mean, she's quite a bit older. She was born in about 19. 70. And that would be about 15 years for me. See, so I didn't know about that, and I wasn't around on my own. Sister was in here to school out and in the Army.","Vaya, no lo recuerdo. Mira, mi hermana mayor estaba despierta. Quiero decir, ella es bastante mayor. Ella nació alrededor del año 19, 70. Y eso serían unos 15 años para mí. Mira, entonces yo no sabía nada de eso y no estaba solo. La hermana estuvo aquí para estudiar y en el ejército.",family;education;conflict
Thomas Murillo,[01;14;45;13],"I don't remember that kind of stuff, but, things were a whole lot different than that. suited or faced with those. Other things that, you know, women are faced with the. When we talk about drugs, abortion, like I said, that that kind of stuff was going on there.","No recuerdo ese tipo de cosas, pero las cosas eran muy diferentes a eso. adecuado o enfrentado a ellos. Otras cosas a las que, ya sabes, se enfrentan las mujeres. Cuando hablamos de drogas, aborto, como dije, ese tipo de cosas estaban sucediendo allí.",family
Angela Luckey,[01;15;14;23],"So your mom, did you go with your, you know, if she went with your sisters on their dates or whatever?","Entonces tu mamá, ¿fuiste con tu, ya sabes, si ella fue con tus hermanas en sus citas o lo que sea?",family
Thomas Murillo,[01;15;20;20],"Oh, no. oh, no. I mean, dating with another matter, too, you know? And then you didn't, I mean, all the cases that I can remember, I remember one guy left some flowers at our doorstep. Front doorstep. I don't know who he was. I usually like my little sister, but, You know, so many cases, there were girls in order to get married and had to elope with the guys.","Oh, no. Oh, no. Quiero decir, salir con otro asunto también, ¿sabes? Y luego no lo hiciste, quiero decir, en todos los casos que puedo recordar, recuerdo que un tipo dejó algunas flores en nuestra puerta. Puerta de entrada. No sé quién era. Normalmente me gusta mi hermana pequeña, pero, ya sabes, en muchos casos, había chicas para casarse y tenían que fugarse con los chicos.",family
Thomas Murillo,[01;15;53;23],"You know? Sure. Okay. and, that's true, sir, that they did a couple of on studies girls did. It was just that way.","¿Sabes? Seguro. Bueno. y, eso es verdad, señor, que hicieron un par de estudios que hacían las chicas. Fue así.",family
Angela Luckey,[01;16;07;19],They didn't come and ask for their history. Anything.,No vinieron a preguntar por su historia. Cualquier cosa.,history
Thomas Murillo,[01;16;10;14],"No, because the father was so interested in, you know, really like his own studies, girls that my, my grandfather lives in, You know, they, you know, he had a local school like this, but he told me once one time they were I think there were three of them, and they were crazy. Back in the ward in front of the girls, I was home.","No, porque el padre estaba muy interesado en, ya sabes, sus propios estudios, las chicas en las que vive mi abuelo. Ya sabes, ellas, ya sabes, él tenía una escuela local como esta, pero una vez me dijo una. En ese momento creo que eran tres y estaban locos. De vuelta en la sala, frente a las niñas, estaba en casa.",family;happiness;education
Thomas Murillo,[01;16;33;19],"They would, you know, make sure they're on character, real someone else. And, this night, you know, we sent them through the dark, emerged first room service with a gun. Ask them what their business. The business they had to, get lost or you. You know, that kind of boom was.","Ya sabes, se asegurarían de que se ajusten al personaje, de que sean alguien más. Y esta noche, ya sabes, los enviamos a través de la oscuridad, y el primer servicio de habitaciones salió con un arma. Pregúnteles cuál es su negocio. El negocio que tenían que hacer, perderse o usted. Ya sabes, ese tipo de boom fue.",economy
Angela Luckey,[01;16;58;11],Is Henry Gonzalez. Is there.,Es Henry González. Está ahí.,
Thomas Murillo,[01;17;00;25],"Anything. So this is grandfather, you know, quite. Yeah.","Cualquier cosa. Entonces este es el abuelo, ya sabes, bastante. Sí.",family
Angela Luckey,[01;17;07;24],It's emotional. I love them.,Es emotivo. Los amo.,happiness
