speaker,timestamp,End Time,words,Unnamed: 4
Daniel Immerwahr,[00:38:25:11],00:38:26:10,A little sleight of.,
Daniel Immerwahr,[00:38:26:10],00:38:29:00,"Hand going on, or two sleights of hand.",
Daniel Immerwahr,[00:38:29:02],00:38:34:21,"One is a building. Those buildings aren't just architecture, because those buildings have.",
Daniel Immerwahr,[00:38:34:21],00:38:36:21,"By definition, have people in them. They're the buildings.",
Daniel Immerwahr,[00:38:36:21],00:38:38:14,And suspected to have.,
Daniel Immerwahr,[00:38:38:16],00:38:42:07,To have the enemy in them. So it's Japanese lives that will be sacrificed.,
Daniel Immerwahr,[00:38:42:07],00:38:44:09,But also a lot of those buildings.,
Daniel Immerwahr,[00:38:44:09],00:38:50:05,"Have Filipinos in the matter held hostages, or in fact, there are no Japanese in the building, but there are Filipinos in the building.",
Daniel Immerwahr,[00:38:50:07],00:38:52:10,Some of these buildings are hospitals.,
Daniel Immerwahr,[00:38:52:12],00:39:10:05,"Some of these buildings are other, you know, places where civilians are amassing, to, to try to get safety. And even when the buildings aren't occupied by Filipino civilians, often they're right next to buildings that are in the shells aren't always entirely precise. The other sleight of hand, which is related, is this bit about a single American.",
Daniel Immerwahr,[00:39:10:05],00:39:12:19,"Life by law, was indeed deeply.",
Daniel Immerwahr,[00:39:12:19],00:39:17:04,Concerned about the protection of the lives of lives of uniformed mainlanders.,
Daniel Immerwahr,[00:39:17:06],00:39:18:11,But Filipinos were U.S..,
Daniel Immerwahr,[00:39:18:11],00:39:45:13,"Nationals, too. And this strategy, did not effectively protect them at all. In fact, it gravely imperiled them. Here's some photographs that I collected at from Manila. They're not, grisly. You won't see any corpses. But they just give you a sense of the extent of the destruction as, both Japanese and the United States, with a combination of a sort of lethal concoction, leveled Manila, the United States sixth largest city in a month.",
Daniel Immerwahr,[00:39:45:15],00:39:46:13,In the month long.,
Daniel Immerwahr,[00:39:46:13],00:39:54:01,"Liberation of Manila, mainland deaths were kept very well, being about a thousand people in the U.S. Army died.",
Daniel Immerwahr,[00:39:54:03],00:39:54:09,Whereas.,
Daniel Immerwahr,[00:39:54:09],00:40:03:16,"Filipino deaths were extensive, in the same amount of time, we're talking about 100,000, Filipino deaths, almost all civilians,",
Daniel Immerwahr,[00:40:03:18],00:40:04:04,Almost all.,
Daniel Immerwahr,[00:40:04:04],00:40:22:22,"Dying from some form of collateral damage on one side or the other. That asymmetry of of of danger and peril in Manila, captures well the entire day of the Philippine War and particularly the, lethal months at the end, as the United States tried to liberate the Philippines.",conflict
Daniel Immerwahr,[00:40:22:24],00:40:23:21,Overall.,
Daniel Immerwahr,[00:40:23:23],00:40:25:22,"According to the, Philippine government's.",
Daniel Immerwahr,[00:40:25:22],00:40:28:15,"Count, the war killed.",conflict
Daniel Immerwahr,[00:40:28:17],00:40:36:06,1.1 million Filipinos. If you count the dead on all sides. So Japanese made us mainlander and Filipino. We're talking about.,
Daniel Immerwahr,[00:40:36:12],00:40:37:20,1.6 million.,
Daniel Immerwahr,[00:40:37:20],00:40:44:05,Only a very small fraction of former US mainland or largely Filipinos and Japanese.,
Daniel Immerwahr,[00:40:44:07],00:40:46:15,And I think it's just worse taking a.,
Daniel Immerwahr,[00:40:46:15],00:40:49:03,"Step back and kind of realizing the, the.",
Daniel Immerwahr,[00:40:49:05],00:40:51:07,The scale of this.,
Daniel Immerwahr,[00:40:51:09],00:40:51:18,One.,
Daniel Immerwahr,[00:40:51:18],00:41:01:22,"Point 6 million people, that's to us, civil wars and and yet this is an event, this is a single bloodiest.",
Daniel Immerwahr,[00:41:01:22],00:41:07:15,"Event that has ever happened on U.S. soil, killed more U.S nationals than than any other event. And yet.",
Daniel Immerwahr,[00:41:07:17],00:41:10:11,It's an event that you'll rarely find in.,
Daniel Immerwahr,[00:41:10:11],00:41:15:17,"U.S. history textbooks, because when those U.S. history textbooks tell you the history of the United States.",
Daniel Immerwahr,[00:41:15:19],00:41:16:02,They're not.,
Daniel Immerwahr,[00:41:16:02],00:41:16:24,Thinking about the.,
Daniel Immerwahr,[00:41:16:24],00:41:19:10,Philippines. I in my.,
Daniel Immerwahr,[00:41:19:10],00:41:22:24,"Book, I try to tell the story well, it's own number of stories, but one of them is about.",
Daniel Immerwahr,[00:41:23:01],00:41:23:07,What.,
Daniel Immerwahr,[00:41:23:07],00:41:40:23,"Happened in the Philippines, at that time. And, it's a story I've reconstructed using a lot of war diaries, war diaries of soldiers, a lot of war diaries of civilians. And, one of the most, well, you know, and I also found a number of, photographs I'll just share with you the photograph that kind of sticks in my mind.",conflict
Daniel Immerwahr,[00:41:40:23],00:41:59:23,"It's not grisly, but it's haunting in other ways. This is just a picture of a shellshocked, woman being carried to safety by by a guy, and, it's somehow it's the the look in her eyes and actually the look in his as well just gives you a sense of of the kinds of things they've just witnessed.",
Daniel Immerwahr,[00:42:00:00],00:42:00:22,Scenes like that with.,
Daniel Immerwahr,[00:42:00:22],00:42:07:05,"GIS helping Filipinos get to safety were not, entirely unusual. On one of the war diaries I found was.",conflict
Daniel Immerwahr,[00:42:07:11],00:42:08:14,Described.,
Daniel Immerwahr,[00:42:08:16],00:42:10:23,"One such scene. It was from,",
Daniel Immerwahr,[00:42:11:00],00:42:11:18,A guy.,
Daniel Immerwahr,[00:42:11:18],00:42:14:07,"Who, who'd been a young child at the time named.",
Daniel Immerwahr,[00:42:14:07],00:42:15:03,Oscar.,
Daniel Immerwahr,[00:42:15:05],00:42:26:14,"And, and he described being one of these kids in the aftermath. It was, you know, kind of being helped out by a guy. The guy comes by and, starts doling out chocolate to the children.",
Daniel Immerwahr,[00:42:26:16],00:42:30:02,"And Oscar says to him, thank you, debris.",
Daniel Immerwahr,[00:42:30:04],00:42:30:20,And a guy.,
Daniel Immerwahr,[00:42:30:20],00:42:37:21,"Kind of is startled and says, how do you learn to speak American?",
Daniel Immerwahr,[00:42:37:23],00:42:40:04,"And Oscar says, well, then I replied.",
Daniel Immerwahr,[00:42:41:06],00:43:01:03,"Right. When you colonized us, you sent over a number of teachers, enough to, set it up so that the, language of instruction in schools would be English. And that's been going on for some time. And so, you know, I and all my classmates went to schools where the language of instruction was English. That's why we speak English.",
Daniel Immerwahr,[00:43:01:05],00:43:04:24,"And the GI, again, sort of was taken aback and.",
Daniel Immerwahr,[00:43:05:00],00:43:09:10,"Said, we colonized you. And in his.",
Daniel Immerwahr,[00:43:09:10],00:43:10:12,"Memoir, Oscar says.",
Daniel Immerwahr,[00:43:10:13],00:43:21:13,"I couldn't believe it. How did he not know that? It's unthinkable? Like, how did he not understand the basic that's why he's here. And it's I mean, I think it's true. A lot of the memoirs from.",
Daniel Immerwahr,[00:43:21:19],00:43:23:04,"Soldiers, from the mainland.",
Daniel Immerwahr,[00:43:23:04],00:43:33:16,"Who fought in the Philippines indicate that they really don't have a firm sense of it. This guy, I think, by all accounts, thought he was invading a foreign country. And that difference in perspective.",
Daniel Immerwahr,[00:43:33:16],00:43:36:12,Between the young boy and the GI.,
Daniel Immerwahr,[00:43:36:14],00:43:37:14,I think captures a.,
Daniel Immerwahr,[00:43:37:14],00:43:39:03,Difference in perspective in terms.,
Daniel Immerwahr,[00:43:39:03],00:43:40:17,Of how we can think about the United States.,
Daniel Immerwahr,[00:43:40:17],00:43:42:16,Or how I would like I'd like to propose.,
Daniel Immerwahr,[00:43:42:16],00:43:44:13,That it does. I think for too long.,
Daniel Immerwahr,[00:43:44:13],00:43:48:13,We've been telling U.S. history from that GI perspective.,
Daniel Immerwahr,[00:43:48:15],00:43:50:22,We colonized you where the overseas.,
Daniel Immerwahr,[00:43:50:22],00:43:54:24,"Territories just kind of, recede into the blurry periphery. And I think.",
Daniel Immerwahr,[00:43:54:24],00:43:58:02,It's time that we tell U.S. history from Oscar's.,
Daniel Immerwahr,[00:43:58:02],00:44:06:13,"Perspective, one that is fully aware of the overseas parts of the United States. So when we do U.S. history, we're not just doing a history of the logo map for the mainland.",
Daniel Immerwahr,[00:44:06:15],00:44:08:00,We're doing the history of the whole thing.,
Daniel Immerwahr,[00:44:08:02],00:44:08:24,The greater United.,
Daniel Immerwahr,[00:44:08:24],00:44:19:00,States. Okay. Those are my thoughts. Thank you so much for for listening. And I'd be really happy to take any comments or questions you have.,
Doug Exton,[00:44:19:02],00:44:41:04,"Yeah. Thank you for all the wonderful information. I know I definitely learned a lot, especially about the Philippines, you know, and all the dynamic there in World War Two. The first question we have from the audience is, are you able to explain where the term I'm probably going to butcher this organism comes from?",
Daniel Immerwahr,[00:44:41:06],00:44:42:19,Shingen ism.,
Daniel Immerwahr,[00:44:42:21],00:44:44:10,Yeah. That that's.,
Daniel Immerwahr,[00:44:44:10],00:44:46:08,The kind of it's like some.,
Daniel Immerwahr,[00:44:46:08],00:44:49:07,"Real 19th century, like, you know, old timey politics here.",
Daniel Immerwahr,[00:44:49:09],00:44:51:08,So when the United.,
Daniel Immerwahr,[00:44:51:08],00:44:53:07,"States was, involved in.",
Daniel Immerwahr,[00:44:53:07],00:44:54:17,That war with Spain.,
Daniel Immerwahr,[00:44:54:19],00:45:05:21,"And trying to figure out whether to enter the war with Spain, and if so, what to do with Spain's colonies, whether to assist them toward liberation or to actually claim them from Spain? A the.",conflict
Daniel Immerwahr,[00:45:05:21],00:45:07:15,Political tendency.,
Daniel Immerwahr,[00:45:07:15],00:45:09:07,That that sought to.,
Daniel Immerwahr,[00:45:09:09],00:45:10:04,Enter the war.,conflict
Daniel Immerwahr,[00:45:10:04],00:45:11:10,Boldly and.,
Daniel Immerwahr,[00:45:11:16],00:45:12:09,Leave the war with.,conflict
Daniel Immerwahr,[00:45:12:09],00:45:24:04,"Colonies were the dingos. And, Teddy Roosevelt was a jingo. I forget exactly where that comes from. So. I'm sorry. I'm completely unable to answer the question soon as the etymology of jingoism. But that's what jingoism is.",
Doug Exton,[00:45:24:06],00:45:25:15,"Well, thank you for defining it.",
Daniel Immerwahr,[00:45:25:15],00:45:28:12,At least I can at least. Yeah. All right.,
Doug Exton,[00:45:28:14],00:45:45:06,"And then, as you mentioned, the U.S. has a history of just purchasing land from other, entities to grow and expand. Can you think of any other examples where other countries have done that, similar to, you know, the purchase of Alaska, Louisiana Purchase?",
Daniel Immerwahr,[00:45:45:08],00:45:47:01,"Yeah. No, it's not. I mean, in the 19th.",
Daniel Immerwahr,[00:45:47:01],00:45:50:06,"Century, it's not uncommon for, countries.",
Daniel Immerwahr,[00:45:50:06],00:45:52:18,"I mean, basically the tendency was.",
Daniel Immerwahr,[00:45:52:20],00:45:59:04,"When countries would get more powerful, they would get larger. So, I mean, that that's that is not really a 20th century.",
Daniel Immerwahr,[00:45:59:04],00:46:00:14,"Tendency, but, the 19th.",
Daniel Immerwahr,[00:46:00:14],00:46:02:17,Century is full of.,
Daniel Immerwahr,[00:46:02:19],00:46:03:14,Wars and.,
Daniel Immerwahr,[00:46:03:14],00:46:40:01,"Purchases and kind of, you know, colonists exchanging land holdings. Often it's purchases aren't just like on the open market, you know, the United States purchased the Philippines, but it did so after defeating Spain's navy and its land forces in a war, which then, you know, kind of it's like a purchase under duress. But, yeah, no, I think that's not an unusual thing, for countries to purchase places from each other, including, in fact, Spain and, France had traded like the Louisiana Purchase before it was belonged to the new the United States had had passed back and forth between Spain and France.",conflict
Doug Exton,[00:46:40:03],00:46:48:19,"And then could you also talk about the idea of, the United States of empire, but in terms of our military bases around the world?",
Daniel Immerwahr,[00:46:48:21],00:46:53:00,"Yeah. So the, there's a kind.",
Daniel Immerwahr,[00:46:53:00],00:46:55:16,Of an argument about whether the United States is an empire or not.,
Daniel Immerwahr,[00:46:55:16],00:46:58:20,"And, the there's a few different.",
Daniel Immerwahr,[00:46:58:20],00:47:00:10,Positions you can take.,
Daniel Immerwahr,[00:47:00:12],00:47:01:20,One one.,
Daniel Immerwahr,[00:47:01:20],00:47:21:16,"Thing is this kind of minimalist position is to just say, well, the United States is a country with colonies, and in fact, it has five inhabited territories today, and millions of people live in them. And its entire history. It's never been just states. It's been states and territories, ergo and empire. And that's a position I'm very comfortable with in a lot of my book is about those territories.",
Daniel Immerwahr,[00:47:21:18],00:47:23:03,But you could also.,
Daniel Immerwahr,[00:47:23:03],00:47:24:12,Say.,
Daniel Immerwahr,[00:47:24:14],00:47:25:07,"Okay, fine.",
Daniel Immerwahr,[00:47:25:07],00:47:29:05,Colonies makes a country an empire. That seems like that's the basic definition.,
Daniel Immerwahr,[00:47:29:07],00:47:36:09,But there's other things like substitutes for colonies or quasi colonies that that also would seem to merit.,
Daniel Immerwahr,[00:47:36:09],00:47:37:11,The calling someplace in.,
Daniel Immerwahr,[00:47:37:11],00:47:38:20,Empire. And so that's.,
Daniel Immerwahr,[00:47:38:20],00:47:40:20,Where a lot of the debate about the United States has laid.,
Daniel Immerwahr,[00:47:40:20],00:47:42:00,"So, are there other.",
Daniel Immerwahr,[00:47:42:00],00:47:43:08,Things that the United States does that.,
Daniel Immerwahr,[00:47:43:12],00:47:44:05,Isn't.,
Daniel Immerwahr,[00:47:44:07],00:47:52:24,"Claiming colonies, but nevertheless should should classify it as an empire? And one is, you know, it has this outsized, you know.",
Daniel Immerwahr,[00:47:53:01],00:47:54:02,Economic and military.,
Daniel Immerwahr,[00:47:54:02],00:47:55:06,"Power, and it seems to kind of throw.",
Daniel Immerwahr,[00:47:55:06],00:47:56:11,Its weight around.,
Daniel Immerwahr,[00:47:56:13],00:47:56:17,But.,
Daniel Immerwahr,[00:47:56:17],00:47:57:19,There's also a territorial.,
Daniel Immerwahr,[00:47:57:19],00:48:03:12,"Component of that, which I've gotten really interesting myself, which is that the United States has, we think it is.",
Daniel Immerwahr,[00:48:03:14],00:48:04:03,Seven.,
Daniel Immerwahr,[00:48:04:03],00:48:11:20,"Hundred and 50 military bases overseas and in its territory. So by and large, almost all foreign military bases.",conflict
Daniel Immerwahr,[00:48:12:01],00:48:15:18,"So you have to if you add up, all of the foreign.",
Daniel Immerwahr,[00:48:15:18],00:48:16:17,Military bases that.,
Daniel Immerwahr,[00:48:16:18],00:48:17:07,Every.,
Daniel Immerwahr,[00:48:17:07],00:48:22:05,"Other country in the world besides the United States has, we're talking about a complete collection of like.",
Daniel Immerwahr,[00:48:22:07],00:48:25:15,"30 to 40. So, I mean, there is a complete.",
Daniel Immerwahr,[00:48:25:15],00:48:34:23,Asymmetry in how many bases the United States claims. It's the number is a little unclear because the military keeps a lot of them secret. And sometimes the jurisdictional arrangements are nebulous.,conflict
Daniel Immerwahr,[00:48:34:23],00:48:36:20,But I think if you were making the case.,
Daniel Immerwahr,[00:48:36:20],00:48:39:18,That the United States is an empire today.,
Daniel Immerwahr,[00:48:39:20],00:48:41:17,That would be a thing to.,
Daniel Immerwahr,[00:48:41:17],00:48:45:19,"Point to. And, I in my book, I try to make that case and I say, look.",
Daniel Immerwahr,[00:48:45:21],00:48:46:06,It's not a.,
Daniel Immerwahr,[00:48:46:06],00:48:53:01,"Colonial empire because these bases are actually very small. If you match all of the ones that we know about together, we're talking about an area the size of Houston.",history
Daniel Immerwahr,[00:48:53:04],00:48:54:10,It's not huge.,
Daniel Immerwahr,[00:48:54:12],00:49:04:23,"But but it's they're still actually really important. And so I call me for that reason, I suggest calling United States a pointillist empire. You know, all those little dots.",
Doug Exton,[00:49:05:00],00:49:12:17,"Yeah. No, I really like that name. You know, like you said, it shows how even though there's not a lot of land is there's still a lot of numbers.",
Daniel Immerwahr,[00:49:12:19],00:49:14:02,"Yeah, yeah.",
Daniel Immerwahr,[00:49:14:04],00:49:14:19,"And in the book, I.",
Daniel Immerwahr,[00:49:14:19],00:49:18:07,"Try to suggest that, those little dots are incredibly important.",
Daniel Immerwahr,[00:49:18:07],00:49:19:17,And major historical.,
Daniel Immerwahr,[00:49:19:17],00:49:30:17,"Events turn around them. Leaders are brought down, Wars are started. So, to just dismiss around them down to zero because they make up very little acreage, I think would be a historical error.",agriculture
Doug Exton,[00:49:30:19],00:49:53:17,"Yeah. No, I definitely agree with, and moving to the next question, why do you think, Hawaii became, you know, a formalized state per se? Yeah. Whereas like Puerto Rico is in Guam is in, you know, some of the other, you know, larger territories in terms of population and influence are still just kind of at that territory level.",
Daniel Immerwahr,[00:49:53:19],00:50:08:22,"Absolutely. So the United States has had a history of overseas territories, and some of them, well, Philippines became independent. American Samoa is still a territory. Guam is still a territory. Puerto Rico still territory. So what about Alaska and Hawaii? Why did they become states?",
Daniel Immerwahr,[00:50:10:02],00:50:14:01,The answer is really straightforward. It's white settlement. Those were the two territories that.,
Daniel Immerwahr,[00:50:14:01],00:50:14:17,Were.,
Daniel Immerwahr,[00:50:14:19],00:50:21:24,"Most conducive to settlement of Anglos from the US mainland. That and they had, for that reason, a different legal category. They were.",
Daniel Immerwahr,[00:50:22:01],00:50:22:23,Incorporated.,
Daniel Immerwahr,[00:50:22:23],00:50:45:08,"Rather than unincorporated territories, and that played a role in their eventual promotion to statehood, although even still, that was pretty rocky. And, Strom Thurmond, who was sort of a famous segregationist, saw it really hard to keep Hawaii out of statehood because he believed it would involve the, admission of too many nonwhite people to U.S. political life.",economy
Daniel Immerwahr,[00:50:45:10],00:50:51:18,Knowing that Barack Obama was born and raised in Hawaii. He's not entirely wrong about that.,
Doug Exton,[00:50:51:20],00:50:57:15,Then what brought you into when you're studying the territorial history of the United States?,
Daniel Immerwahr,[00:50:57:17],00:51:00:18,"Pure stupidity. I, I've been teaching.",
Daniel Immerwahr,[00:51:00:18],00:51:01:11,U.S. history for a.,
Daniel Immerwahr,[00:51:01:11],00:51:03:06,"While, and, you know, I've been teaching in the kind of.",
Daniel Immerwahr,[00:51:03:06],00:51:05:11,"Normal, whatever.",
Daniel Immerwahr,[00:51:05:16],00:51:17:13,"Approved way. And, you know, and, you know, so if, if you, like, plop me down in someone else's history classroom and said, you know, it's 1880, go. And I was like, great, we're going into the Gilded Age, you know, end of reconstruction.",education
Daniel Immerwahr,[00:51:17:13],00:51:18:03,"You know, I like.",
Daniel Immerwahr,[00:51:18:06],00:51:20:08,"You know, whatever. I knew that I knew of story to time.",
Daniel Immerwahr,[00:51:20:10],00:51:21:04,And then.,
Daniel Immerwahr,[00:51:21:19],00:51:23:21,I went to Manila to.,
Daniel Immerwahr,[00:51:23:23],00:51:28:15,"For completely unrelated reasons, to this book. I was researching something else entirely.",
Daniel Immerwahr,[00:51:28:17],00:51:33:21,"And, you know, I had known kind of like I, I had known that the Philippines.",
Daniel Immerwahr,[00:51:33:21],00:51:35:22,Have been a colony of the United States that was not lost.,
Daniel Immerwahr,[00:51:35:22],00:51:39:17,On me. But there's like a difference between knowing something and.,
Daniel Immerwahr,[00:51:39:17],00:51:40:17,"Really, truly getting.",
Daniel Immerwahr,[00:51:40:17],00:51:41:19,It. It's like the difference.,
Daniel Immerwahr,[00:51:41:19],00:51:43:23,"Between reading the lyrics and hearing the song, you know?",
Daniel Immerwahr,[00:51:43:23],00:51:47:16,And I just I knew it intellectually.,
Daniel Immerwahr,[00:51:47:16],00:51:50:04,"And then I got to Manila and I was like, oh yeah, right.",
Daniel Immerwahr,[00:51:50:04],00:51:51:14,Like it's really viscerally.,
Daniel Immerwahr,[00:51:51:14],00:52:01:16,"Evident and audible in the way people speak. And, you know, you can see streets named after U.S. presidents or U.S colleges, and you can drive in, you know, repurposed U.S..",
Daniel Immerwahr,[00:52:01:16],00:52:03:07,"Army jeeps around, like you're just.",
Daniel Immerwahr,[00:52:03:07],00:52:07:02,"Like, yeah, it's this place has also been part of the United States. It's really.",
Daniel Immerwahr,[00:52:07:02],00:52:07:21,Obvious.,
Daniel Immerwahr,[00:52:07:23],00:52:16:17,"And in fact, Manila had been the urban planner to do. Manila was the same urban planner who did, the city I'm broadcasting from Chicago, so many of Daniel Burnham.",
Daniel Immerwahr,[00:52:16:17],00:52:18:09,So once I saw.,
Daniel Immerwahr,[00:52:18:09],00:52:22:09,"That, I was like, oh, right. Yeah. This place has obviously been part of the United States.",
Daniel Immerwahr,[00:52:22:11],00:52:23:14,Why haven't I been teaching it?,
Daniel Immerwahr,[00:52:23:14],00:52:23:20,Right.,
Daniel Immerwahr,[00:52:23:24],00:52:25:08,"And in fact, all my lectures, you.",
Daniel Immerwahr,[00:52:25:08],00:52:35:02,"Know, I had this like one lecture about 1898 where I kind of mentioned the Philippines, and then it just like disappeared from view. And that was also true of Puerto Rico and Hawaii. And I mean, that's what we say about military bases. And I realized that I was.",conflict
Daniel Immerwahr,[00:52:35:02],00:52:36:08,Actually.,
Daniel Immerwahr,[00:52:36:10],00:52:59:01,"By my lights doing US history wrong, that I just like there were all these parts of the United States that weren't in my story in any way. And so the point of the book was, you know, which took like years to write, was to figure out how to think about U.S. history with with the territories and view and, and luckily, there, you know, a lot of researchers, including people from these places, had been telling versions of that story.",
Daniel Immerwahr,[00:52:59:01],00:53:01:00,"And, you know, it's not like.",
Daniel Immerwahr,[00:53:01:02],00:53:01:11,It's not like.,
Daniel Immerwahr,[00:53:01:11],00:53:07:06,Philippine history is a secret. It's just that us historians like me hadn't really been incorporating it into the story. And I wanted.,
Doug Exton,[00:53:07:06],00:53:27:12,"Yeah, yeah. And I definitely feel like that's a, you know, similar thing is happening with Hawaii. Yeah. Because for me, when I was in high school doing American history, it was always kind of like, okay, like Hawaii exists. Boom, Pearl Harbor. And now Hawaii's, you know, important, so to speak, not to diminish anything prior to Pearl Harbor, but just kind of how it was taught.",
Doug Exton,[00:53:27:18],00:53:42:00,"But now I feel like there's a lot more, you know, about, like, oh, pre US involvement, Hawaiian history. You know, there's just a lot more robust conversation around like the entire time frame of Hawaii as an entity.",
Daniel Immerwahr,[00:53:42:02],00:53:42:22,Yeah. Yeah.,
Doug Exton,[00:53:43:03],00:53:45:22,You know even me you know without the US that you got involved.,
Daniel Immerwahr,[00:53:45:24],00:53:46:24,Right. So the Kingdom of.,
Daniel Immerwahr,[00:53:46:24],00:53:57:10,"Hawaii and its history, the US sort of political machinations and ultimately coup within that kingdom, and then the US annexation of Hawaii to the point where Hawaii is a colony of the United States.",
Daniel Immerwahr,[00:53:57:10],00:53:58:18,Before it's a state. Yeah.,
Daniel Immerwahr,[00:53:58:18],00:54:16:11,"All of that had, I think, is you won't easily find it, or at least in the textbooks that I read when I was being trained. But, when you talk about that stuff and I think it's it's wrong to just a U.S. history as the history of states where places only pop into existence when, you know, Pearl Harbor happens, or when they promote or.",
Daniel Immerwahr,[00:54:16:13],00:54:18:10,Or something.,
Doug Exton,[00:54:18:12],00:54:47:08,"Yeah. And you mentioned that dynamic between, the US with Flag Day and Empire Day. Yeah, in Great Britain about, you know, the celebration of having an empire versus, oh, or honoring the US as a nation. Can you talk about that dynamic and kind of that turning point, at least, where you think in history it kind of became, oh, it's almost shameful to have to be an empire to market yourself, you know, as an imperialistic country versus, oh, we were the states.",
Doug Exton,[00:54:47:12],00:54:49:18,"You know, everyone's incorporated.",
Daniel Immerwahr,[00:54:49:20],00:54:51:03,"Well, I think so. From the.",
Daniel Immerwahr,[00:54:51:03],00:54:55:21,Founding. There's a kind of tension between empire and being a republic.,
Daniel Immerwahr,[00:54:55:23],00:54:56:15,The name of the.,
Daniel Immerwahr,[00:54:56:15],00:55:06:06,"Country, the United States of America, insists that these are states and they're bound in a union, not by a hierarchical kind.",labor
Daniel Immerwahr,[00:55:06:06],00:55:09:21,Of colonial relationships. And that part of that is an.,
Daniel Immerwahr,[00:55:09:21],00:55:11:04,Assertion of.,
Daniel Immerwahr,[00:55:11:06],00:55:11:18,Political.,
Daniel Immerwahr,[00:55:11:18],00:55:19:20,"Difference from old world politics, from, you know, how it had been, you know, in Britain and France and Germany or the German lands and places like that.",
Daniel Immerwahr,[00:55:19:20],00:55:21:08,"So, I think from.",
Daniel Immerwahr,[00:55:21:08],00:55:26:02,"The start there was an interest in marking the United States as a different kind of place, a place it didn't do. Empire.",
Daniel Immerwahr,[00:55:26:04],00:55:27:21,"But, you know, if you go.",
Daniel Immerwahr,[00:55:27:21],00:55:30:08,"Through the founders speech, Jefferson, Washington, people like.",
Daniel Immerwahr,[00:55:30:08],00:55:30:20,"That, they're.",
Daniel Immerwahr,[00:55:30:22],00:55:34:22,"Very interested in empire and conceiving of the United States still as a different, maybe a different.",
Daniel Immerwahr,[00:55:34:22],00:55:36:11,Kind of empire.,
Daniel Immerwahr,[00:55:36:13],00:55:44:00,"So there's a it's a tension from the start. And you see it really pronounced, around 1898 when the United States acquires a bunch of these overseas colonies.",
Daniel Immerwahr,[00:55:44:00],00:55:44:17,There's a brief.,
Daniel Immerwahr,[00:55:44:17],00:55:46:16,Moment when all the maps.,
Daniel Immerwahr,[00:55:46:18],00:55:47:13,Put the Philippines and.,
Daniel Immerwahr,[00:55:47:13],00:55:49:05,"Puerto Rico on them and they're like, yeah, of course.",
Daniel Immerwahr,[00:55:49:05],00:55:53:00,The United States an empire. This is great. And then around World War.,
Daniel Immerwahr,[00:55:53:00],00:55:56:14,"One, but especially with the rise of sort of Woodrow Wilson and Wilsonian understandings of.",
Daniel Immerwahr,[00:55:56:14],00:55:57:24,Global politics.,
Daniel Immerwahr,[00:55:58:01],00:56:15:12,"Then the e word again becomes the kind of thing to shun. And government officials try to find euphemisms and ways of talking about U.S. power protectorates in these places that aren't our our empire, our colonies. And I think that's kind of still where we are today.",
Doug Exton,[00:56:15:14],00:56:33:23,"Yeah. No, I definitely think that's kind of how it is still today as well. And one of our audience members gives your book a glowing recommendation. And they say that one of the favorite stories was how the US base near Liverpool helped the Beatles learn American music, and they were wondering if you could speak to that at all.",
Doug Exton,[00:56:33:23],00:56:35:02,If you're able to.,
Daniel Immerwahr,[00:56:35:04],00:56:39:01,"Yeah, I wanted to tell you the story.",
Daniel Immerwahr,[00:56:39:01],00:56:40:03,About the Philippines.,
Daniel Immerwahr,[00:56:40:03],00:56:40:23,"In World War Two, because it.",
Daniel Immerwahr,[00:56:40:23],00:56:42:04,Strikes me as one of the most.,
Daniel Immerwahr,[00:56:42:04],00:56:43:15,Reorienting stories.,
Daniel Immerwahr,[00:56:43:15],00:56:44:14,One of the.,
Daniel Immerwahr,[00:56:44:16],00:56:45:11,"To me, the biggest.",
Daniel Immerwahr,[00:56:45:11],00:56:48:22,"Clues that I've been doing U.S history wrong, I was like, wow, that was World.",
Daniel Immerwahr,[00:56:48:22],00:56:51:23,"War two in the United States. Okay. But, I don't want to.",
Daniel Immerwahr,[00:56:51:23],00:56:58:07,"Suggest that the book is all gloom and doom. I mean, Empire is a, it's not the finest of political.",
Daniel Immerwahr,[00:56:58:07],00:56:58:24,"Forms, in my view.",
Daniel Immerwahr,[00:56:58:24],00:57:01:13,"So, I mean, do we really sit with that fact?",
Daniel Immerwahr,[00:57:01:13],00:57:03:09,But there's a lot of unintended.,
Daniel Immerwahr,[00:57:03:09],00:57:18:01,"Consequences and a lot of history that happens in just sort of a more surprising way than you might think. And one of the stories I tell is about the cultural influence of that pointillist empire, all those bases that the United States has spread throughout the world. And I talk about, the.",
Daniel Immerwahr,[00:57:18:03],00:57:18:14,Music.,
Daniel Immerwahr,[00:57:18:14],00:57:31:12,"Especially the music that kind of crops up around those bases, in Okinawa, in England, and I explain that, the Beatles are part of a musical scene that is entirely dedicated towards servicing the.",music;cinema
Daniel Immerwahr,[00:57:31:12],00:57:32:24,Largest single.,
Daniel Immerwahr,[00:57:33:01],00:57:38:23,"US Air Force base in Europe, which is this base right outside of Liverpool. And.",
Daniel Immerwahr,[00:57:39:00],00:57:39:04,The.,
Daniel Immerwahr,[00:57:39:04],00:57:58:00,"Beatles and all these other bands working in Liverpool are, you know, are basically dealing with the fact that they're these relatively very rich US soldiers who are coming into an area that's still recovering from World War Two, pockets bulging with dollars. And these young men like the Beatles, are trying to impress them. And they do that by playing.",conflict
